Name	a332577	a332581	a332585	a332589	a332593	a332597	a332601	a332469	a332477	a332481	a332485	a332489	a332353	a332361	a332365	a332369	a332373	a332241	a332245	a332249	a332253	a332257	a332261	a332265	a332129	a332133	a332137	a332141	a332145	a332149	a332153	a332633	a332637	a332641	a332645	a332649	a332653	a332657	a332525	a332529	a332533	a332537	a332541	a332545	a332409	a332413	a332417	a332421	a332429	a332297	a332301	a332305	a332309	a332313	a332317	a332321	a332185	a332189	a332193	a332197	a332201	a332205	a332209	a332605	a332609	a332613	a332617	a332625	a332629	a332493	a332497	a332501	a332505	a332509	a332513	a332381	a332385	a332389	a332393	a332397	a332401	a332405	a332269	a332273	a332277	a332281	a332285	a332289	a332293	a332157	a332161	a332165	a332169	a332173	a332181	a332661	a332665	a332669	a332673	a332677	a332685	a332549	a332553	a332557	a332561	a332565	a332569	a332437	a332445	a332449	a332457	a332461	a332325	a332329	a332333	a332337	a332341	a332345	a332349	a332217	a332221	a332225	a332229	a332233	a332237
222285	2	2	2	2	3	2	6	0	2	1	2	2	4	4	4	3	0	1	0	1	0	0	0	0	5	1	17	2	2	2	1	1	1	0	0	1	0	5	0	3	0	4	1	1	1	0	3	3	0	0	3	1	1	1	3	1	7	2	3	2	2	2	3	1	2	5	2	3	2	0	0	0	0	0	0	6	0	0	0	3	0	1	3	1	3	1	1	0	2	0	0	1	1	2	0	19	3	2	2	3	7	0	0	0	0	0	6	0	0	1	1	0	4	0	3	1	0	0	1	0	1	1	1	0	2
222237	5	0	0	3	2	2	1	0	0	5	1	0	0	6	0	1	1	0	4	1	0	4	4	2	0	1	0	0	0	4	0	2	2	3	0	0	0	0	0	0	1	0	3	0	1	1	0	0	0	2	0	3	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	5	0	1	0	2	1	0	0	1	2	0	4	0	1	1	2	7	1	1	1	1	0	0	0	0	0	0	0	0	1	0	3	4	4	0	0	0	0	1	4	0	0	0	0	0	1	1	0	0	0	1	2
222235	3	0	0	2	0	0	1	0	0	3	1	0	0	0	2	1	0	1	5	0	3	5	5	1	1	2	1	1	2	11	0	0	0	2	0	0	2	0	0	0	2	0	3	0	1	0	0	0	0	3	1	1	1	9	1	3	1	1	1	2	0	0	1	5	3	2	2	2	1	2	1	8	1	1	1	2	4	2	2	0	0	0	3	2	2	1	5	5	3	2	0	0	4	1	1	1	0	0	0	2	0	0	2	3	1	4	5	1	0	0	0	1	9	3	1	0	0	0	1	3	1	0	0	0	0
222234	1	1	0	4	1	0	1	0	0	9	1	1	0	0	1	0	3	1	4	1	3	3	14	3	1	0	0	0	3	3	3	0	7	1	0	1	1	1	1	1	2	1	5	4	2	0	1	0	0	2	1	2	8	1	3	6	2	0	0	1	1	0	4	6	5	2	2	2	2	0	0	7	2	4	5	2	3	4	3	5	0	3	0	0	0	0	1	6	1	0	0	1	4	1	0	5	1	0	2	4	0	0	2	1	4	5	5	0	0	4	1	0	2	1	3	4	1	4	3	1	2	0	1	0	0
222233	1	0	0	1	1	1	6	1	0	0	0	0	0	0	1	0	0	1	2	0	4	2	2	4	1	3	0	0	9	2	1	4	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	0	1	1	0	0	7	0	1	1	1	1	3	0	0	2	5	3	3	3	3	5	0	0	0	1	0	0	5	3	2	1	0	0	2	2	4	1	3	2	0	1	0	0	4	1	1	2	0	0	2	1	3	0	0	1	3	0	2	1	3	1	0	1	0	0	3	0	0	2	1	0	0	3	0	1	7	1
222214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222199	3	1	0	1	1	2	4	0	0	0	2	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	3	6	0	0	1	2	0	0	0	2	1	0	1	0	0	0	0	0	2	1	1	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
222197	0	0	0	0	1	1	0	0	0	0	0	0	0	1	2	0	0	4	6	18	11	2	4	3	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	4	3	3	5	3	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0
222196	1	1	0	0	1	1	1	1	3	0	0	0	0	0	0	0	0	0	4	0	1	0	1	1	0	13	1	0	1	1	1	1	1	0	9	1	0	1	1	1	2	8	3	1	0	0	0	0	0	0	0	2	0	0	1	0	1	1	1	1	1	1	0	0	1	6	2	4	2	2	1	0	0	3	1	1	3	2	0	5	1	2	3	4	1	3	0	3	3	4	4	3	4	4	0	0	2	3	0	2	4	3	0	1	0	0	1	1	2	5	1	1	2	4	0	0	0	0	1	0	0	0	2	4	0
222194	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1
222193	0	0	0	0	0	0	0	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	2	5	1	1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	1	0	1	1	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222172	2	2	2	2	2	1	2	3	21	2	16	3	2	3	2	4	4	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	2	12	16	1	2	1	5	4	5	3	4	5	0	6	2	0	0	0	0	0	0	1	0	1	10	1	1	1	1	1	2	0	1	1	0	8	2	2	2	2	2	2	3	1	1	1	5	0	0	0	0	0	0	0	0	0	0	0	4	1	3	2	0	1	5	1	2	2	2	3	2	3	2	2	16	2	3	3	1	0	0	0	0	0	0	0	0	1	2	0	0	4	0
222169	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	1	4	1	1	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	1	0	0	0	0	0	0
222154	2	1	2	0	2	0	0	4	2	0	0	1	0	1	10	1	1	0	0	0	0	0	0	0	1	1	3	0	0	0	2	0	2	5	0	0	4	0	2	2	1	3	0	7	1	1	1	1	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0	1	2	0	0	0	0	0	0	1	0	0	0	0	5	3	1	2	0	0	0	1	1	0	0	0	0	0	0	0	2	0	2	1	0	7	1	0	3	2	1	1	2	0	0	0	1	2	0	0	0	0	0	0
222152	0	1	1	8	2	2	3	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	7	7	0	0	0	0	0	0	0	0	1	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	0	0	2	2	2	2	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	14	17	1	0	0	0	0	0	0
222151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222115	8	0	1	1	4	2	2	0	3	0	2	7	2	0	4	1	0	0	0	0	0	5	1	1	0	6	2	4	1	2	3	2	0	0	2	1	0	1	5	1	4	0	3	6	2	1	1	1	0	0	4	1	0	1	0	1	4	5	5	5	7	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	1	0	1	1	3	1	4	6	2	0	0	0	1	2	1	0	0	0	0	0	0	1	2	3	0	2	0	0	1	0	0	6	2	0	0	1	0	1	0	7	0	0	1	0	0
222103	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	1	1	3	0	0	0	1	4	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222099	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	1	3	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	1	5	0	0	0	0	0	0	0	1	0	0	1	3	0
222097	0	0	0	0	0	1	1	0	0	0	0	4	8	1	1	1	0	1	12	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	2	1	1	1	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	1	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0
222096	0	1	0	0	0	1	1	8	5	2	2	2	0	1	1	0	0	0	3	3	1	4	0	1	0	0	0	0	0	0	0	0	0	5	1	2	1	0	2	2	4	0	2	1	1	4	1	0	0	1	2	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0
222094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222088	0	1	2	0	1	0	4	4	4	1	1	1	1	0	1	3	0	0	4	0	1	1	0	1	0	0	0	1	0	0	0	1	0	4	0	0	2	1	3	3	1	0	0	4	0	0	4	0	1	0	1	1	1	9	3	2	6	1	1	1	1	1	2	0	0	0	0	0	0	0	3	0	3	5	0	0	1	3	0	0	2	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	11	1	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0
222086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222067	1	0	0	3	1	0	0	2	2	1	2	2	1	1	1	8	1	2	3	3	5	0	1	0	1	4	4	1	0	0	2	0	0	1	0	0	0	0	2	6	1	6	0	0	0	4	4	1	1	6	6	5	5	7	4	2	1	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	2	0	0	2	6	9	3	2	4	1	5	1	1	10
222066	2	1	1	0	0	0	0	0	1	2	0	3	1	1	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	2	1	0	0	0	0	0	0	0	1	2	1	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	6	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	3	0	0	0	0	0	0	2	0	4	2	2	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
222065	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222060	0	3	12	1	8	5	2	10	1	1	2	5	13	5	7	1	0	2	12	12	11	7	4	4	7	2	0	5	12	8	11	3	11	2	2	1	12	0	2	1	7	2	0	1	4	6	3	6	7	8	5	5	16	5	7	4	0	1	3	8	1	3	7	5	4	4	4	4	3	2	1	6	1	2	2	3	3	1	1	1	1	6	3	4	3	3	4	12	4	2	8	2	1	7	6	3	11	1	3	9	7	12	3	4	0	3	0	1	6	1	7	7	4	4	2	6	15	16	6	6	4	10	9	10	1
222059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222056	2	0	0	0	6	1	3	15	2	1	2	2	1	0	0	1	1	0	0	0	0	0	0	0	0	4	3	3	1	1	13	6	0	2	2	0	0	2	2	2	2	2	2	3	0	0	1	4	5	0	0	0	0	0	0	0	2	3	2	5	1	1	1	0	0	2	1	2	1	3	7	2	1	3	4	1	1	0	1	1	6	0	0	0	0	0	0	0	1	2	3	0	0	1	3	1	1	1	7	0	0	1	3	1	1	2	15	0	1	1	2	1	1	2	0	0	0	0	0	2	2	2	0	4	5
222054	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222051	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222050	3	1	0	2	2	3	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	1	2	1	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0
222049	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	12	1	1	1	2	0	0	0	0	0	3	1	1	0	1	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	2	3	4	4	4	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	0	2	1	0	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
222022	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221670	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
221619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221597	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
221589	0	2	0	4	1	5	2	3	6	5	0	0	1	1	1	1	2	8	6	8	7	7	6	6	0	1	0	1	4	2	0	3	0	0	1	1	0	1	3	3	0	1	5	3	1	1	1	1	8	7	3	5	5	2	5	5	0	0	4	1	1	3	0	0	0	0	0	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0
221586	0	0	0	0	0	0	0	0	0	1	1	0	4	2	2	0	0	0	0	0	0	1	0	0	3	14	13	6	3	4	4	0	0	0	0	0	1	0	2	0	0	0	0	0	1	1	1	11	2	0	0	1	1	0	0	0	13	1	3	3	3	4	3	5	6	6	6	3	3	0	0	0	0	1	1	1	7	2	2	5	9	3	0	1	8	1	5	2	1	7	4	4	1	1	5	3	2	3	5	5	0	0	1	0	1	2	0	4	3	4	1	3	2	2	0	2	0	4	3	2	5	0	1	1	8
