Name,a332577,a332581,a332585,a332589,a332593,a332597,a332601,a332469,a332477,a332481,a332485,a332489,a332353,a332361,a332365,a332369,a332373,a332241,a332245,a332249,a332253,a332257,a332261,a332265,a332129,a332133,a332137,a332141,a332145,a332149,a332153,a332633,a332637,a332641,a332645,a332649,a332653,a332657,a332525,a332529,a332533,a332537,a332541,a332545,a332409,a332413,a332417,a332421,a332429,a332297,a332301,a332305,a332309,a332313,a332317,a332321,a332185,a332189,a332193,a332197,a332201,a332205,a332209,a332605,a332609,a332613,a332617,a332625,a332629,a332493,a332497,a332501,a332505,a332509,a332513,a332381,a332385,a332389,a332393,a332397,a332401,a332405,a332269,a332273,a332277,a332281,a332285,a332289,a332293,a332157,a332161,a332165,a332169,a332173,a332181,a332661,a332665,a332669,a332673,a332677,a332685,a332549,a332553,a332557,a332561,a332565,a332569,a332437,a332445,a332449,a332457,a332461,a332325,a332329,a332333,a332337,a332341,a332345,a332349,a332217,a332221,a332225,a332229,a332233,a332237
1-monostearin,7.9129,8.0661,8.0875,7.3129,8.6546,7.5392,8.0112,8.0224,7.2854,8.5275,7.8642,7,8.3837,8.7912,8.2992,7.0444,7.2095,9.7566,6.3923,6.2668,7.6582,11.0375,7.7879,7.7549,7.9307,8.4094,7.6439,7.5469,7.3663,8.9513,7.8948,7.9425,7.9542,9.7599,8.1344,8.6439,8.5507,7.3309,8.4798,7.0875,9.4115,7.9658,8.543,8.3487,8.6795,8.098,8.2046,7.5699,8.0821,7.4998,7.5078,8.3663,7.9307,9.3794,7.8265,7.3576,7.0334,8.0279,8.2715,7.7482,8.9801,8.2668,8.0553,7.8517,9.5641,7.6724,8.7748,7.4838,8.6618,7.6653,8.6257,7.5314,7.7549,7.8517,8.8918,7.2668,8.1033,7.7549,7.7682,7.2095,8.5736,7.4179,7.2574,8.1749,8.2621,9.5718,11.9586,7.4263,7.7004,8.2384,8.7211,8.1447,8.1085,8.0056,8.2854,8.1293,6.9773,8.2808,8.1749,7.0661,7.9129,7.7879,9.1624,7.4757,8.6689,8.1948,8.098,7.7814,8.0112,8.0279,8.2143,8.3487,7.7415,8.3174,7.5546,7.5236,8.2143,8.5353,8.7142,7.6935,8.4429,9.8872,11.3015,7.6366,9.1447
1-hexadecanol,9.7515,10.2095,8.9744,9.3987,8.8642,10.0112,10.3004,8.6439,7.96,10.137,9.6036,8.3129,9.6618,10.6768,8.7549,8.9629,8.8455,8.683,7.9484,8.6511,8.5999,9.5622,9.6511,9.3197,9.9986,9.4051,9.1749,9.6618,9.1573,9.7797,10.0993,9.8234,9.7108,8.1699,8.4471,8.4553,9.6546,9.0307,9.7056,8.3663,9.6689,9.1344,10.4105,9.9248,10.8162,8.5812,9.0875,9.0661,8.8796,8.4136,9.4367,9.1523,9.3129,9.3354,8.9801,9.0334,9.3729,8.6511,9.3729,8.4594,9.3309,9.8265,9.9484,7.7004,8.4136,8.0112,9.0251,8.3923,8.5157,7.0553,6.5546,6.7142,7.3129,7.0768,8.2946,6.7549,8.9513,7.4009,7.0553,8.9159,8.7415,8.0875,7.5622,8.3487,7.6724,9.3038,7.0334,8.3309,7.5925,7.3309,7.2095,8.3129,8.3443,8.6582,7.1997,7.1699,7.2192,6.7142,7.1799,7.3129,7.5392,7.2854,9.3641,7.5078,7.6865,7.7814,7.9307,7.6865,7.3038,7.4757,7.4179,7.6653,7.1599,8.4051,6.585,6.9658,9.7039,8.7616,8.0056,6.7944,6.8202,7.4676,6.2479,6.5699,8.2432
3-hydroxybutanoic acid,12.6555,11.3382,11.5221,11.2538,11.4051,11.8715,12.9339,11.6316,10.5774,11.3864,11.2467,11.7536,11.3247,11.8568,12.4658,12.5011,8.8673,11.0688,11.7368,10.236,10.5108,10.0553,11.4263,12.1926,13.9647,10.9578,11.6083,11.8525,12.8876,13.568,13.3096,13.6575,13.6887,9.5661,12.7181,12.7607,13.0194,13.0312,11.623,10.6768,11.5285,13.2873,12.0192,13.6773,13.6528,10.3597,10.9285,11.5892,12.543,12.9241,13.6201,12.814,12.9735,12.9991,11.7419,12.7834,12.826,11.1364,13.8196,13.2805,13.2666,13.4997,13.5543,9.8642,11.2396,11.3083,10.4126,10.5613,10.5392,8.9009,10.1033,10.4574,10.4189,9.4959,9.1472,11.7515,11.3146,10.3955,10.5324,10.6733,8.3038,10.1267,11.5416,10.9174,10.5943,10.5265,9.7347,11.8041,11.6551,11.0914,8.7415,7.3663,9.2021,9.0168,9.3264,6.5078,8.5236,9.6457,10.3587,9.1573,10.2021,8.4635,11.1254,7.7748,12.2464,8.5736,10.1611,8.1749,8.7515,8.0224,9.0901,9.4798,8.7977,8.6582,10.3509,10.4686,11.4414,11.8754,9.0362,9.7649,8.3531,9.4009,8.8041,9.4491,8.6294
222295,13.5371,12.0081,14.5687,11.9553,11.1904,12.2291,11.9248,17.7622,17.6997,11.8982,16.5694,13.0924,13.3106,14.8845,13.4331,12.0587,12.5534,8.4717,9.7515,10.5793,9.6239,9.7177,10.137,11.6582,13.3355,12.5838,13.4906,12.975,11.4671,13.2991,14.256,11.9661,13.851,4.7549,11.8305,12.7559,12.2384,13.7429,14.3476,13.4201,13.3662,14.4645,13.8517,12.2955,12.3556,14.0946,12.022,13.0159,13.9488,12.0678,10.4553,10.3026,13.3571,11.4778,11.1338,10.1176,13.2396,11.7108,9.7993,11.8781,14.4129,14.2783,10.9636,14.0012,15.4089,12.3796,11.9947,14.4029,11.7503,11.2784,12.8805,11.3756,11.6266,11.8576,11.3038,12.6618,11.6613,12.3449,11.5236,13.0227,12.1796,10.7448,10.6018,11.368,10.9226,15.0766,12.3498,12.099,12.6633,13.1339,12.6865,14.0961,11.9091,12.7394,13.1036,11.819,11.2119,11.8285,10.8727,11.2438,9.9114,11.8017,12.7194,11.5187,13.0901,9.6055,3.8074,13.9038,15.104,12.5927,13.4666,11.2467,14.6504,11.8061,12.3163,11.7377,14.2905,12.0815,11.2603,11.151,10.9016,12.1322,12.851,10.9593,10.6795
222285,14.152,13.9704,14.1717,13.7493,14.1635,11.9076,11.2396,13.6774,14.8043,14.3613,15.1294,14.9886,16.1992,16.2842,15.8396,12.464,14.0947,12.6775,10.4242,9.9498,11.3332,10.9614,11.6055,12.9862,15.4159,13.3468,16.8757,12.7584,12.5255,14.4138,15.1076,13.8309,13.863,8.4009,12.6502,14.1122,12.9293,15.5664,13.9768,15.1427,13.5904,11.9304,13.7395,14.7254,15.2063,13.2738,12.7196,12.0845,14.7078,11.3554,14.5536,11.7465,12.681,13.7641,11.6537,14.0225,16.2975,13.6052,12.7983,13.7154,13.6722,14.3245,12.7709,12.5741,14.0881,14.2726,12.6852,13.6965,13.5309,12.2408,12.7164,13.0175,12.4338,10.6564,10.2866,9.2192,12.887,12.6039,11.3745,15.1586,13.1136,12.4422,14.203,12.5001,14.6573,14.0689,12.4671,13.0487,12.7865,14.2642,13.5296,13.0206,12.5302,12.372,14.0216,6.6724,11.462,13.0534,12.7568,10.703,10.0688,12.7964,13.2633,12.2949,12.8992,11.3287,5.7549,13.7559,14.0433,12.1517,14.7826,14.368,10.4929,12.5658,14.9743,11.7317,14.6592,14.5865,13.3239,12.983,12.3961,12.4755,15.297,13.8125,12.8164
222237,14.1948,12.8198,12.253,13.5311,10.9315,10.9031,11.6861,11.3371,11.8182,14.9315,12.4059,13.1199,11.0795,14.7447,12.9421,11.9177,9.6636,10.1459,12.7593,9.3707,11.1228,13.8276,9.2621,12.9753,12.0251,9.6439,11.1189,13.0215,12.2085,14.2495,12.3208,13.8021,11.1548,6.2479,12.697,13.5542,12.2264,11.7661,13.608,12.6179,12.0283,13.7731,15.4003,13.7706,11.8396,10.3837,12.9043,13.4039,13.2574,9.8857,11.9425,10.7616,12.7459,12.9022,11.5976,10.5078,10.6239,10.9054,12.2874,11.8777,12.4086,13.6884,11.3641,12.0348,11.4666,9.8796,10.0485,11.4078,11.9322,9.8811,10.683,12.6319,8.9944,8.2046,10.7731,11.69,10.5411,8.4051,9.5812,8.697,11.3794,12.1447,8.5236,10.1111,12.3796,10.9915,9.4838,9.3421,11.9012,14.2555,10.9986,10.676,10.6856,10.1241,10.6609,10.5708,10.058,11.258,10.774,10.4858,11.896,11.1344,11.4548,11.3376,14.1065,13.4634,4.9069,10.4409,11.5048,10.9285,10.7457,9.5216,8.4179,10.7895,10.8416,10.8781,13.0035,11.6493,12.7292,9.236,9.9454,9.8138,11.4388,9.5887,8.2621
222235,13.3436,11.1643,11.4136,9.9929,11.2198,11.3641,10.6046,11.2556,11.0042,14.4733,11.7237,12.6642,12.6804,12.3278,13.9158,9.8719,12.7224,10.6475,12.1016,9.7993,7.9658,13.3127,13.2923,12.115,10.2143,8.8297,10.7985,9.5774,13.9395,15.182,12.8941,12.4297,12.848,5.4594,10.3038,11.5425,14.2444,12.5053,12.5694,12.446,11.2258,12.9687,15.4781,14.0874,10.4929,11.3821,12.1734,11.6878,11.5503,9.0417,11.1948,12.1302,11.6416,8.0875,11.4589,9.5999,11.3276,11.2082,12.2366,10.9651,12.5389,13.6864,11.5177,14.0366,14.1455,10.66,10.5906,10.6366,13.2007,9.6457,11.0133,14.4865,11.06,11.2685,11.2058,12.643,13.1,8.2946,9,10.7649,10.2143,10.5859,8.1189,8.9715,8.5157,11.1105,12.6466,13.5236,11.4656,8.8517,10.9687,12.6687,13.3947,11.0451,12.4419,10.2796,12.2024,11.1466,11.1898,9.6239,12.6237,11.3993,12.9213,10.2981,13.458,14.5176,4.9069,10.1636,11.1364,10.4767,10.6537,8.8202,6.4429,8.4757,10.796,10.7125,11.8186,10.224,10.4136,8.3966,9.445,11.6198,11.4315,11.7541,13.5058
222234,13.0944,13.265,12.67,10.1523,10.9837,11.6416,13.1095,12.437,11.1935,15.5992,13.5068,12.1475,12.1315,12.8744,13.6521,13.7654,14.0331,10.1241,11.8765,9.8074,8.6036,7.9542,6.4263,9.633,11.0307,10.4105,9.9366,11.0505,13.4427,9.4136,13.2314,11.6644,15.4316,6.6439,12.3015,12.014,12.4767,10.445,12.3926,11.0788,14.107,12.6616,15.8724,11.1904,10.8657,11.7423,11.6821,12.964,12.0895,8.8297,10.6055,11.0014,14.1466,12.1189,10.1997,12.6177,9.3354,11.5798,11.7052,12.748,12.5866,12.36,9.2784,14.5564,14.5008,9.9986,10.6027,11.0464,13.8406,10.6138,11.5713,14.454,10.8903,9.9614,13.4924,12.6604,12.8876,9.0084,12.8756,7.7415,10.6083,9.5546,11.0251,10.102,10.4615,11.1299,9.6457,14.45,11.4284,12.511,10,12.4742,13.4388,11.0464,11.4722,8.9307,11.8166,12.3904,12.795,9.9204,13.4851,11.8903,12.3622,11.9189,9.9542,9.633,5.1699,13.2139,11.9809,13.6246,11.3214,12.7213,10.7895,12.7202,13.172,9.1447,12.3038,8.9484,14.056,8.5275,8.7211,12.3449,9.3106,12.1614,13.4105
222233,12.5646,10.7797,11.7372,12.5847,11.9237,11.8281,8.8549,14.0478,11.7908,12.0928,12.0597,12.3578,10.744,11.8681,13.574,11.2276,12.1864,10.8541,11.5053,9.3083,12.1592,12.7459,12.4017,8.9858,9.4325,8.4471,9.676,9.4615,14.2025,10.207,11.1215,14.1714,12.4396,7.2761,10.2396,11.5765,12.2482,12.8855,12.7938,12.163,12.4981,12.3098,11.9604,11.117,9.6546,10.8416,13.0743,11.8478,11.6707,11.4579,9.5868,10.5206,11.0815,7.8704,10.7764,9.4717,10.4939,11.1013,11.9929,14.3487,12.6843,12.7926,13.2922,14.2707,9.9174,12.4617,9.9542,8.8234,14.3944,10.5765,10.021,11.1364,9.6795,11.7313,10.2432,13.5601,12.5656,8.2046,9.9556,10.0112,10.5689,9.4778,8.29,11.8471,9.42,13.3168,8.0875,9.4305,10.5226,10.2155,10.2312,13.3156,9.7879,10.2889,12.4993,12.2586,12.1849,9.2288,12.6117,9.5793,12.9775,10.2167,12.6911,13.6385,10.4635,9.3129,5.2854,7.7415,9.8376,10.8665,12.5866,11.014,10.6821,6.858,10.8948,10.4696,13.3098,9.8218,11.0947,10.1898,8.6184,11.5953,12.5555,7.1599,13.2198
222214,12.5248,11.825,11.23,12.6163,11.0674,12.061,12.6801,12.2282,11.1586,11.4944,12.1183,11.1517,10.7279,11.6782,11.9181,13.7246,11.5901,10.8194,11.1319,10.9894,11.3565,12.5582,12.1665,11.3231,10.3231,11.0147,10.3783,10.7977,10.6724,10.9535,11.5324,11.4808,11.8948,13.5722,10.9665,11.6618,11.5953,11.3259,11.9897,12.3704,11.9352,12.6504,12.0825,12.8648,10.6027,10.6555,10.7814,10.1408,11.6978,12.3123,11.7326,12.2167,12.5066,11.5774,11.0505,11.1254,10.4909,11.03,12.4473,12.3966,12.623,13.3167,12.4838,9.5177,10.0279,8.9129,8.6653,8.9542,10.1874,9.5469,9.9629,10.3276,10.2324,10.0485,9.8502,10.5118,9.6384,10.1111,10.3151,9.403,10.69,8.6036,9.8074,9.7211,9.4073,10.0607,9.6546,10.6636,10.0042,9.9278,9.8842,10.3674,8.9307,9.6865,9.9144,10.0755,10.0768,9.1215,9.7928,9.4574,9.9322,11.1954,11.0788,11.1812,9.9571,10.6027,7.9189,10.9233,10.4242,10.445,10.6284,11.6152,11.6188,10.0279,10.0928,10.7432,10.9936,10.2796,12.0088,10.1849,10.1849,13.4594,10.2515,10.0914,11.8269
222199,7.3576,10.6821,8.7912,10.058,10.3587,11.5507,11.7591,10.3026,8.9248,9.568,8.0553,9.4157,9.2119,10.7117,8.1396,9.7912,10.5353,9.8918,8.3443,9.8502,7.96,12.0199,10.102,8.224,10.5127,10.0498,10.1319,8.5507,8.6618,10.1396,11.3247,11.6671,5.9069,9.2192,9.4737,9.014,8.2668,9.2046,10.4959,8.683,12.7547,8.2668,11.5275,12.5085,8.0168,10.2216,9.7022,8.1241,7.2854,6.4094,6.9425,8.8642,8.7879,9.2432,7.1898,7.8455,9.6221,10.4315,8.585,7.3309,11.0189,10.2527,11.1655,9.5392,8.5392,7.8948,8.5736,8.7715,8.2715,7.4838,7.0875,7.4429,7.4429,8.3837,9.543,7.0768,10.4767,9.3197,7.8765,7.6935,7.983,9.0168,8.4094,8.9629,8.2336,9.7091,9.3106,9.2288,9.7928,9.3443,7.2946,5.8074,9.1111,9.7482,6.7142,9.1293,7.7879,9.9084,7.1396,8.6795,10.1699,6.9425,8.8234,7.7074,7.3837,7.4594,4.1699,9.4136,6.7279,8.6294,7.2668,9.9787,9.8978,9.2877,6.2854,5,8.6653,9.3815,10.4757,9.3641,7.8765,9.944,7.3923,9.1189,10.0661
222197,12.378,12.255,12.5613,12.3985,13.4122,13.1994,12.4305,11.3993,12.0441,12.4437,12.1972,11.7372,11.8435,12.6891,10.3987,12.0286,13.822,12.1596,13.1432,15.0475,13.618,11.5765,11.9901,10.7838,9.5038,9.585,11.4168,9.941,9.8329,11.4357,11.5741,13.3216,12.5974,5.7814,13.6446,11.8884,12.3026,13.6347,10.3264,11.7087,12.1306,9.3421,11.9498,11.5985,11.3482,13.758,13.2327,13.4414,12.7725,8.3309,11.5088,10.6546,9.1137,11.7457,11.5536,8.9307,9.5868,10.8122,11.7271,11.239,10.9315,11.5632,10.8811,13.1654,13.5719,11.8914,12.6593,11.6184,12.5498,11.6165,12.768,12.1558,12.0661,11.4717,11.5882,12.7181,12.9095,12.8638,12.2441,11.8611,11.8353,11.8715,12.7396,12.1046,12.4489,13.16,11.6711,9.6202,12.2989,12.8138,12.908,13.345,12.7097,12.6445,12.5036,12.227,13.118,11.8254,11.5994,13.0427,12.6819,12.5236,13.4727,13.713,12.5498,12.5976,15.1245,12.8126,12.5577,12.0957,12.8586,12.8516,13.2678,11.4924,11.8568,10.0265,12.9471,11.821,12.0549,11.4378,11.9241,8.8918,11.9848,11.4833,11.1655
222196,12.4651,12.0543,11.4126,10.4898,11.9432,12.0248,12.9046,12.8731,9.1137,12.0289,11.7155,11.5632,11.1712,12.1121,13.1176,11.7091,12.9129,10.2923,12.8078,10.7707,9.4115,11.9516,12.3923,10.1984,10.9278,14.6156,10.9278,13.2128,9.6564,10.4502,12.3556,11.2294,12.3435,7.5999,7.3487,12.9769,11.796,11.381,12.8817,10.7448,13.8616,15.4067,10.5028,11.9114,11.8823,12.5821,12.785,13.122,10.9337,10.1548,11.9697,10.0028,11.9484,11.4215,10.8424,10.6821,12.0875,12.117,11.6662,10.7074,11.5741,11.1774,12.8011,11.1111,11.5779,13.3999,11.3614,12.5392,10.3443,9.2432,10.5622,11.0539,10.7448,13.2707,10.1459,8.6618,12.809,8.697,9.7432,13.6323,10.5147,8.8826,8.7616,12.2152,9.8857,13.8893,11.3055,12.9947,10.5736,14.0702,13.5546,12.9363,8.6073,8.4998,11.2366,10.1561,9.9159,6.4094,10.1886,12.0684,7.5699,8.9129,11.8463,13.3421,12.2351,11.4179,6.2095,12.8212,13.9026,8.2384,11.444,12.2207,13.3969,9.4051,11.1059,10.2033,13.1955,11.4676,10.5962,10.6303,9.5812,10.0389,9.7649,9.0279,12.8525
222194,9.9773,10.128,12.5122,12.8351,11.8688,12.157,12.392,12.5105,11.4305,12.2966,12.8727,12.0845,12.55,11.3304,11.9812,10.6786,12.1746,8.2384,8.0112,7.7748,7.5392,9.2479,9.8486,8.8424,12.2441,11.9252,13.3888,12.098,10.3026,13.2125,12.7408,12.4622,12.1341,13.28,11.9451,12.1633,11.9809,12.3548,12.236,9.1497,12.4479,9.6018,12.2674,12.8335,12.0735,12.4367,13.7261,12.3595,13.1654,8.5118,9.0661,9.1624,9.058,8.7177,8.3837,8.3619,12.3126,12.2834,12.1833,11.7381,11.4993,12.5277,10.3794,12.5751,13.4201,11.2426,12.1561,12.2932,11.8041,11.5788,11.6497,9.1948,12.3312,12.329,9.9454,10.676,12.9071,12.7413,10.2467,11.7486,12.0018,12.5267,8.0279,8.2761,9.7177,10.403,8.1948,9.5255,8.676,13.6256,12.4157,11.7087,12.0987,12.9993,7.9366,9.8781,12.5474,12.3216,9.4157,10.9469,12.2723,11.2779,13.3109,12.8033,12.9757,11.9399,11.7707,12.0475,12.5606,10.8368,11.7528,11.5343,9.4717,11.4964,9.6165,8.9513,13.4473,9.5736,8.1396,9.9307,9.7022,9.5603,11.9469,11.9741,9.7177
222193,11.7022,10.683,11.9399,11.2691,10.6978,11.3701,10.7846,12.625,9.7879,12.3742,9.6582,10.6239,11.8811,10.7557,10.1111,10.7557,9.0362,8.9396,8.2479,7.3923,7.6439,10.5632,9.3859,7.4094,10.5421,10.1573,10.9844,9.4429,10.3848,12.1315,11.9355,11.327,11.4126,7.6439,11.4742,11.6896,10.9498,10.6138,12.7004,13.2394,10.6211,11.0634,8.6439,11.0614,11.2137,9.9189,10.3387,11.8269,13.335,9.8218,8.6036,10.1886,10.6101,10.4838,10.4959,9.2095,10.9476,10.7928,10.3354,9.5196,8.1497,11.1655,10.2167,11.4584,11.5774,10.6996,11.7228,10.4019,11.3471,10.1306,10.1459,8.3443,11.2064,10.0224,5.4919,10.9084,10.8122,8.7781,11.2609,9.6221,9.9469,9.2479,9.2503,11.4778,9.3859,10.8903,10.2761,10.1774,10.043,12.0053,12.136,10.6978,9.5622,11.0881,9.2621,9.8826,10.7279,10.1059,8.1137,10.611,8.8611,10.3891,10.2946,12.3834,11.7781,10.0417,4.9542,12.2438,11.6339,8.8074,9.7698,11.3542,9.4594,9.3332,11.2697,9.809,11.3015,10.4868,10.9241,10.4553,10.2715,11.4242,12.1545,10.6101,10.2432
222172,14.9382,14.3735,14.6296,13.3853,12.7869,12.5253,13.8394,15.1304,18.4843,15.1517,18.4137,14.745,15.0578,16.3215,14.6365,11.891,10.9672,12.1611,11.5142,11.5994,10.5689,11.0375,11.9296,12.3587,12.9936,12.7881,14.8042,14.7875,13.4186,15.2744,16.0776,14.512,15.428,5.1293,7.3576,14.0124,13.8343,13.421,16.8573,15.2277,16.019,15.1344,14.0308,13.7259,14.4698,15.9187,12.476,15.122,15.9154,12.187,12.0248,12.4543,14.0424,15.1854,13.4696,12.2883,16.5792,13.8761,13.918,13.4644,13.8436,14.9578,13.2694,13.1227,14.2097,12.9456,14.04,16.1701,12.3915,11.8013,14.3845,12.4019,14.1054,13.4799,12.9645,13.4561,12.3674,13.1437,10.9121,12.9443,13.2805,11.7838,11.233,13.1173,12.8136,14.9366,13.0244,13.4002,13.0828,14.7459,16.1435,13.8003,11.6221,14.892,14.0812,12.5522,15.8712,14.1357,12.178,12.4149,14.7578,13.5622,13.9421,14.5789,14.8135,12.5999,5.6439,15.6078,16.3919,11.5003,14.0419,14.8597,13.7472,12.4218,14.0655,13.6397,14.8638,13.838,14.5425,14.3509,11.8074,13.4679,13.5555,11.6461,14.1679
222169,8.5118,11.2808,9.2574,11.0021,10.6926,11.1605,12.7311,10.7993,10.0168,10.3049,9.2167,10.1383,9.8408,10.3576,10.5603,10.1189,10.9773,8.8106,9.611,8.9858,8.1997,12.1293,12.0165,10.0795,11.2082,11.3078,11.1768,10.2715,9.3376,11.4067,12.097,11.664,10.6366,5.3923,10.0848,10.3923,8.6402,9.9527,10.8895,9.4656,12.4017,7.3487,12.4367,12.6334,8.8265,10.0526,10.6092,9.2969,9.224,7.098,8.7879,8.224,9.5098,10.3652,9.2854,9.255,10.3869,11.4553,9.4615,9.2644,12.0755,10.5632,12.0035,10.4707,8.9425,8.9513,9.9174,9.9366,9.5137,7.9944,7.9009,7.7682,8.2384,9.8719,10.2819,7.5392,11.6271,10.2408,9.6475,9.1923,8.9396,10.4838,10.0293,9.6165,9.7928,10.1935,10.0808,10.6978,10.9527,10.0768,7.5999,8.3794,10.5108,10.2644,9.0362,9.1724,9.0444,10.2609,7.7944,8.9039,11.314,7.3837,9.6402,8.3309,8.2715,8.7279,4.9069,9.8486,8.7108,9.9787,8.1548,10.7903,10.6339,10.6528,6.4429,6.8704,9.7381,10.5078,10.9787,10.29,8.7715,9.6147,8.1189,9.9542,10.7797
222154,14.3719,13.8714,14.4381,13.3208,13.6217,12.9339,12.7746,14.9324,11.1176,13.3049,13.6134,14.1668,14.1484,14.1707,16.9433,11.2923,12.6486,11.8781,11.3977,11.3214,9.7296,12.013,11.638,12.4234,12.8603,13.6805,10.2384,11.9625,13.8844,13.4123,14.8221,12.8914,14.3639,6.7279,11.9121,13.8004,11.388,13.1839,12.9011,14.109,14.4786,11.9039,14.2915,16.8584,13.9961,12.5892,13.8514,13.4402,14.616,11.6493,11.3337,12.6052,13.6591,9.9614,12.4612,11.0961,12.4986,12.5341,13.4108,13.5888,12.4612,12.1478,13.2838,11.6156,13.8341,12.9878,12.5063,10.1085,12.9751,10.0126,12.6124,11.2929,12.6115,9.8595,11.1706,12.792,13.1808,12.1796,11.444,11.3977,11.3214,11.4305,11.1793,11.6843,11.7574,15.8557,14.1409,12.0084,12.0556,13.051,12.7538,12.697,14.2479,12.4988,15.2325,12.8445,13.0175,12.1309,11.0634,12.909,13.1937,12.9584,13.0257,11.4325,14.187,12.8323,5.6147,13.6241,12.6633,10.3332,15.4391,13.665,12.5897,10.7879,12.6948,12.8609,12.9204,15.6077,11.5098,12.3429,13.5267,13.8664,14.2716,13.4361,13.6739
222152,10.4635,8.4878,8.2336,12.3058,8.2046,7.6073,11.4924,9.0821,7.8074,11.6411,10.5118,10.544,8.5275,11.1836,11.0077,11.5445,13.0358,9.1948,9.42,10.0566,10.4073,10.9189,12.7448,12.2753,8.8673,11.1861,9.9099,10.1293,8.4553,11.1111,10.0279,10.5372,8.6935,5.9307,8.9159,10.84,7.9425,8.3129,10.3761,10.7339,10.697,10.6795,13.6674,12.6202,12.2122,10.3476,11.5157,9.8471,10.4284,9.1799,9.7004,10.1163,9.6184,11.7211,9.7797,9.2761,10.5507,9.3309,8.8857,8.0334,10.8041,10.3185,11.275,13.7505,14.6243,13.675,14.0225,13.4251,13.9688,12.6746,12.8975,13.7538,13.5256,13.5893,12.5992,13.9708,13.9737,13.188,13.8569,12.9851,13.292,13.4945,13.4362,12.5265,13.7274,14.3583,12.8597,13.5807,12.6152,14.4502,14.2413,13.6806,13.6201,13.7192,13.7331,13.5436,13.7964,12.9056,12.5882,12.5957,13.8094,13.2151,15.0114,14.0469,13.3692,14.1558,7.585,13.2243,13.8997,13.3051,13.6268,12.8416,14.1039,13.4851,12.7187,12.8228,7.2479,6.1085,13.9335,13.5808,12.9645,13.9273,13.0908,12.8971,13.9779
222151,9.8408,10.4988,11.1312,9.6129,11.1991,10.2538,10.6193,10.6689,10.1383,10.2155,10.3542,9.7863,11.7628,11.1523,11.3696,9.8549,9.4242,7.9773,7.3038,8.6689,8.8041,9.7879,9.0715,9.2021,12.1898,10.1573,10.3432,9.8218,10.6357,11.9267,9.9901,11.2603,10.8619,11.3072,9.6475,10.5078,11.2137,9.7108,11.23,9.1874,11.3117,9.1749,10.6555,10.6926,11.4569,9.6724,9.9858,9.9054,10.6303,8.3264,9.4263,9.6348,9.6129,9.4615,10.0782,9.3815,10.5831,9.9787,10.4929,9.7649,9.2877,9.4367,8.8549,9.5981,10.9454,9.69,9.7262,9.3015,10.2633,9.1111,9.8626,8.5314,8.7582,9.1293,9.5157,8.6689,9.6671,8.8138,8.6865,9.5999,9.733,9.1749,8.8796,10.0954,9.7108,10.5382,9.7415,9.1774,9.3083,10.6101,10.0251,9.7764,9.6493,9.3576,10.4168,8.9248,9.1972,9.7748,9.4939,8.9972,9.375,9.4094,10.4346,9.8471,10.1836,9.5774,8.7211,9.1674,9.7228,8.8106,9.5469,9.6036,9.0795,9.4757,9.3619,8.2479,10.8572,9.8502,9.7731,9.0821,9.5584,11.0974,9.0715,9.2831,10.3399
222115,17.0207,15.2877,14.5214,14.0875,16.3234,14.1512,14.6341,14.1418,15.8802,14.8955,16.6336,16.8019,16.499,14.8284,16.9596,14.1478,14.4295,11.2064,11.7138,11.1059,11.5901,14.9939,13.5993,13.9652,13.4025,16.4886,12.7089,16.582,14.9624,15.1746,16.7989,13.6292,15.4422,15.8351,13.0526,14.9643,15.3057,14.0674,16.9555,15.2474,13.6551,15.2664,17.1922,14.1364,14.5752,15.502,14.3777,16.3335,15.0816,12.0314,10.42,12.5226,13.1411,12.339,13.0466,11.5162,15.9512,15.8254,13.3421,13.2448,12.0189,15.4201,14.7009,14.3272,16.2279,15.3397,15.5361,14.128,14.9856,12.6339,13.0758,12.9642,12.0509,11.3977,11.8929,14.0317,13.5836,12.9414,13.6582,12.8626,14.6462,13.4685,13.0998,12.5493,15.3439,14.222,15.1555,9.6952,12.7863,14.1474,14.3488,13.6929,15.4734,15.3065,14.5083,13.6273,13.9458,13.2873,13.0251,13.7043,15.2015,11.9527,15.7233,12.7515,14.9249,12.6939,11.9028,12.4712,14.4426,12.4019,12.6815,11.8626,12.6695,13.3966,14.2614,12.4086,14.5457,15.4434,13.381,11.2825,12.3446,12.4813,12.4105,13.6179,15.091
