Name,a332577,a332581,a332585,a332589,a332593,a332597,a332601,a332469,a332477,a332481,a332485,a332489,a332353,a332361,a332365,a332369,a332373,a332241,a332245,a332249,a332253,a332257,a332261,a332265,a332129,a332133,a332137,a332141,a332145,a332149,a332153,a332633,a332637,a332641,a332645,a332649,a332653,a332657,a332525,a332529,a332533,a332537,a332541,a332545,a332409,a332413,a332417,a332421,a332429,a332297,a332301,a332305,a332309,a332313,a332317,a332321,a332185,a332189,a332193,a332197,a332201,a332205,a332209,a332605,a332609,a332613,a332617,a332625,a332629,a332493,a332497,a332501,a332505,a332509,a332513,a332381,a332385,a332389,a332393,a332397,a332401,a332405,a332269,a332273,a332277,a332281,a332285,a332289,a332293,a332157,a332161,a332165,a332169,a332173,a332181,a332661,a332665,a332669,a332673,a332677,a332685,a332549,a332553,a332557,a332561,a332565,a332569,a332437,a332445,a332449,a332457,a332461,a332325,a332329,a332333,a332337,a332341,a332345,a332349,a332217,a332221,a332225,a332229,a332233,a332237
220009,15.5024,15.2074,14.8038,15.4785,15.1278,15.1364,15.4547,15.3562,14.7727,15.1293,15.2309,15.06,14.3642,15.5782,15.267,16.306,14.7441,14.6295,14.5959,14.6396,14.6681,15.5197,15.5603,14.9055,13.4115,13.8702,13.3688,14.4895,13.242,14.9122,14.2078,15.2152,15.5143,15.3292,14.6891,15.5765,15.4163,14.7159,15.335,14.9539,14.8304,15.5957,15.8894,15.7332,14.225,13.8746,14.2813,13.9274,14.6421,14.8441,15.3058,16.081,15.7302,15.1814,15.0054,14.6307,13.8478,13.912,15.7154,15.5727,14.7999,15.6963,13.7892,13.6551,14.2996,12.9928,13.3868,12.9844,13.7324,13.2905,13.966,14.5694,14.16,13.8408,13.4574,14.5093,13.8334,13.6627,14.3176,13.284,14.6661,13.4804,13.9255,13.0515,13.7074,14.9747,13.6903,13.7436,13.5997,14.4723,14.4409,13.9213,13.4647,13.9148,13.7057,13.7639,13.5877,13.5249,13.0693,13.7108,13.9063,14.3164,14.9343,14.5049,13.3962,14.0617,7.5157,13.9525,14.2667,14.1001,14.5122,14.4856,14.8632,14.1659,13.7867,14.1603,14.7513,14.8109,14.7966,13.6973,13.1735,16.1961,13.7648,13.8211,14.5524
220007,17.8387,18.7433,19.7516,18.5453,19.1344,17.0072,17.8389,16.7061,15.4435,15.7874,16.738,15.6951,17.2334,19.0951,19.1927,16.8397,18.1079,16.6309,17.9652,17.6203,18.2748,18.3751,18.5831,18.2266,10.8681,10.0512,9.0056,9.5887,10.6138,11.1098,9.676,16.2145,17.4608,10.4263,18.3308,19.4837,17.2775,16.4347,15.2793,16.3041,16.1509,16.5464,15.5576,15.2489,16.9472,17.7399,17.6079,17.2504,17.5389,16.1968,18.709,19.1341,19.0484,18.0403,18.6955,16.8907,9.9873,7.5546,10.3805,10.4909,10.1098,11.2348,11.0735,12.5866,15.0609,12.6073,13.3999,13.0928,13.1251,9.9396,10.6036,10.352,10.6917,9.9498,10.0954,11.6874,11.3788,11.6891,12.0495,11.3354,12.0307,11.3376,10.1497,12.2174,11.4424,12.1991,13.5978,8.4838,10.6384,12.6083,8.6795,10.7423,8.1033,7.2761,12.2674,11.0788,13.2169,13.1861,12.3542,13.2661,12.5491,9.7698,10.5999,11.144,11.4661,10.3859,9.0028,10.4858,11.9919,12.2718,11.4331,11.8738,11.7305,8.6366,12.3454,12.0464,17.5693,18.3769,12.5852,11.3004,8.2143,10.5314,8.6795,7.9307,9.6636
220004,10.421,10.4073,9.5018,9.6865,8.611,8.7515,9.6129,9.1085,8.5999,8.6366,9.4325,8.6221,8.8887,9.6777,9.3015,9.3332,8.7313,8.2715,8.7211,8.0661,8.8265,9.4325,9.5137,8.7781,8.9337,9.0417,8.7977,9.0715,7.8948,9.7944,11.1517,10.941,11.7964,7.6653,10.2046,11.5755,10.1344,9.4553,10.1662,9.4979,9.9986,11.2877,10.4062,10.4858,12.7196,9.6348,9.4939,9.4136,8.4221,10.6027,10.7944,10.9858,10.9418,10.2432,9.9396,9.5546,11.6931,10.1357,11.3123,10.8337,10.2842,10.9069,11.4762,14.7691,15.908,14.5666,15.1315,14.212,14.7287,14.378,14.6109,15.1594,14.5014,14.6175,13.9661,15.3598,14.9995,14.01,15.2296,13.9438,13.9461,14.2799,14.6828,14.2885,14.6316,15.4372,14.2314,14.4932,14.3284,15.328,15.4305,14.343,14.489,14.8517,14.5292,15.1767,14.3024,13.9484,14.0821,13.9075,14.6359,13.1016,15.2024,14.4785,14.6218,13.8811,13.4607,14.5492,14.8029,13.7066,14.4877,14.5409,15.0022,14.3728,13.013,14.4641,9.2574,9.5962,14.5855,14.3036,13.0343,15.6323,13.7277,14.2006,14.5394
219881,8.1599,9.7279,10.3106,7.5699,10.115,7.8887,9.7364,9.6055,9.1059,9.5255,8.0821,8.6582,10.388,9.6671,10.6101,9.2574,7.1497,7.8455,8.0056,6.4919,7.9484,8.3576,8.2432,9.9114,10.643,10.5157,9.0901,11.9944,9.255,10.4615,8.9337,9.5333,9.7582,10.0821,8.3487,9.1624,10.7879,6.6147,11.8865,10.2021,10.6475,10.3685,10.1111,9.5868,10.792,9.6795,9.0553,7.7279,9.3197,8.8857,9.4242,9.42,9.7194,9.0084,7.1599,7.7142,10.4949,9.6475,10.5177,10.1459,9.5372,9.5353,8.7814,12.6757,14.1534,13.2279,13.0333,12.9009,12.7834,12.0189,12.5706,12.6944,12.6011,12.9376,12.0947,12.9348,13.3443,12.3982,12.8063,11.4939,12.3292,12.1787,12.8072,12.475,13.0549,13.4952,10.9491,12.6707,11.9462,12.8717,13.6798,13.0274,13.4108,12.9638,9.9715,11.8769,10.9248,10.0417,9.255,11.0084,9.4325,9.207,11.0553,10.6303,12.451,10.9024,11.5637,12.6124,11.3038,9.5255,9.633,10.0768,10.585,12.1102,9.817,10.668,8.0928,8.8009,10.1189,9.4115,10.1699,7.5999,10.5953,10.3674,11.7723
219829,13.8608,14.4944,15.7057,15.1155,14.8159,14.7594,14.912,16.2639,14.5107,16.354,15.7384,16.7856,16.4835,15.4519,15.5812,13.4397,15.3729,14.4266,13.4401,13.3233,12.9912,15.6118,14.9398,14.6094,16.3017,16.6851,16.3967,16.5651,14.8998,16.7212,17.0658,14.7021,14.5069,16.9641,13.8496,14.8967,15.3935,14.2003,15.8658,13.1301,15.3283,13.4316,15.2648,16.4309,16.7623,15.8291,16.6444,17.1827,17.2302,12.5878,14.5931,15.6446,15.821,15.2056,14.4498,14.0264,16.3622,15.3656,15.1913,14.573,15.0496,13.6364,14.6311,14.9998,15.69,14.6249,14.942,14.7706,14.044,12.8622,13.0942,11.6978,12.8376,13.2189,12.8098,12.8984,15.1267,14.0669,12.7954,14.1411,14.2358,13.9927,13.8963,13.818,13.8685,15.255,14.0586,13.1494,13.9804,15.326,14.2715,13.6599,13.4063,14.7119,12.8688,12.1721,14.6219,13.6522,12.6087,13.5452,14.0442,11.1636,15.411,13.5618,15.9776,14.1288,14.1093,13.5774,14.3335,13.1864,13.8982,13.8435,13.6209,12.4597,12.9851,11.4538,16.1603,16.3495,12.3559,13.4657,13.255,12.9638,13.4893,12.9478,12.9043
219778,6.2479,6.8704,10.7764,10.1033,8.6257,9.014,9.9218,10.1059,8,11.5182,10.3718,11.1415,10.6411,8.683,8.8202,6.1085,9.2143,5.8074,5.4594,4.858,5.5236,7.1189,8.0168,6.8704,10.6987,11.6018,11.363,11.1033,8.2288,11.1818,11.8986,9.1898,8.3487,11.9589,8.4998,8.3837,9.4115,9.1898,9.5137,5.5236,9.5411,5.3923,8.9129,10.2784,10.8903,10.5821,11.8595,12.1861,11.2467,4.1699,7.2384,7.7616,7.1699,8.375,8.0607,6.4919,11.2767,10.825,9.0795,8.3083,8.5275,9.3619,7.2095,10.5661,11.5226,10.1421,10.5962,10.2119,9.3061,7.5078,7.4838,5.0444,7.2761,8.5275,6.5546,7.5392,11.0021,10.1293,6.7682,9.7398,9.3923,10.1163,10.0539,9.2923,10.363,10.3619,9.5661,9.2738,9.137,11.6878,10.6138,9.1824,9.6952,10.1712,6.3576,6.3923,10.5068,9.7515,7.2095,8.2715,10.1649,6.585,11.1592,8.7415,11.69,9.6221,6.8948,7.6582,9.9144,6.7682,8.7549,8.0168,9.4242,7.6147,9.6348,5.2479,11.1046,11.2003,6.4429,7.9366,8.1548,5.0444,9.2046,7.5392,6.9658
219505,12.8281,14.1657,16.8982,14.965,13.7436,14.6866,14.522,14.9553,13.259,14.6268,14.4075,16.317,16.5459,14.102,14.717,14.3348,12.6427,14.9217,12.463,12.792,13.2798,13.9591,13.0792,13.7723,14.1143,14.7325,14.1085,14.4114,13.2184,14.1967,14.6447,14.4506,13.6574,14.9949,14.062,14.4105,15.0562,14.2313,14.8953,11.9794,13.678,12.0778,14.767,15.0738,15.4234,13.1543,13.7285,14.1663,15.1055,11.6878,12.4427,14.593,14.3795,14.124,12.6946,12.5866,13.8671,13.5462,13.9511,14.2856,13.7827,14.6409,13.604,12.9753,14.655,12.6312,13.4867,12.9088,12.8035,11.9381,11.9484,11.1485,12.6089,14.3604,12.062,11.0532,13.9437,10.8849,10.7482,12.1886,11.5656,12.3006,12.6821,12.5599,12.0189,12.9926,13.0255,13.0168,13.8494,13.9226,13.1616,11.2773,12.5845,12.6325,12.4229,10.7557,13.3076,11.576,11.4798,12.0091,12.1787,11.5594,12.8582,12.1447,11.4362,12.7028,12.3614,12.0845,14.5096,12.2906,12.782,12.9071,13.5982,13.8772,12.4186,10.8439,16.7587,15.6161,11.3977,14.6124,11.6046,13.2963,12.7453,15.127,12.1016
219484,13.2971,13.0566,12.3837,12.9862,12.8355,13.2593,13.5854,13.1232,12.4976,12.2665,12.1561,12.7035,11.0217,12.5155,12.9467,14.4146,11.7511,11.6711,11.8903,11.9858,11.7168,12.6069,12.1286,11.0546,11.3619,11.3891,11.1286,11.7043,10.8074,12.6243,11.6175,13.4745,13.6128,12.4401,12.8605,12.9418,12.6032,12.895,12.3242,12.6027,12.9313,13.6193,13.6518,13.5893,11.1053,11.9462,11.4099,10.9915,13.0413,12.5331,12.6889,12.284,12.0314,12.5038,11.29,11.0553,11.279,11.6729,14.0124,13.9324,13.1539,13.8063,12.346,11.7039,11.236,10.2621,10.4737,10.1459,11.8074,11.4003,12.2444,12.1257,12.6687,11.9259,11.6768,11.9844,10.8849,11.3542,11.9908,11.1039,11.2009,10.1344,11.5536,10.5137,10.5314,12.4312,10.6804,11.4142,11.1874,11.0654,11.1805,11.0423,10.4491,11.3359,10.9535,11.5142,10.7985,9.8455,10.3663,10.9651,10.683,12.4551,11.647,12.9535,10.1935,11.4903,11.7507,11.9531,11.8471,11.1241,11.4367,12.2831,12.6893,11.8891,11.4998,12.1583,11.7147,10.6511,12.8234,11.3652,11.021,13.6736,11.286,11.1299,11.567
219021,12.425,11.8459,12.5275,12.5505,12.1424,12.2491,12.2837,12.1228,11.3907,11.8611,11.8903,11.9222,11.1693,12.2653,11.9975,12.3867,13.0272,10.3276,10.1737,11.0417,11.1466,12.344,11.8922,10.9403,12.9274,11.3691,11.6667,11.3498,11.9451,12.51,11.9129,12.5486,13.0728,11.6917,12.9967,12.6071,11.7932,13.0658,11.9473,11.4046,12.2107,12.4409,13.4961,12.5599,12.1228,12.0116,12.247,11.0485,13.4392,10.4778,12.5006,11.6434,11.9784,11.8807,11.0049,11.1812,11.4131,11.5265,12.6893,13.0456,12.7721,12.318,11.9399,14.709,15.1513,12.2276,13.7455,11.9359,15.1763,15.7004,15.7953,13.9001,16.9145,15.8617,15.1059,14.0806,13.3326,14.8856,13.8142,13.3993,14.2845,15.4107,11.4163,11.8723,12.6664,13.3218,12.7164,13.0825,11.656,14.6573,13.3353,15.1778,14.7738,15.1134,11.381,12.9237,15.357,13.2105,13.661,13.9801,14.7562,15.1395,15.6138,16.3246,14.2517,14.9605,13.3958,15.8876,14.4875,14.8108,14.8283,15.1411,11.6161,15.1331,12.425,12.1513,11.9705,11.1799,11.8506,11.0607,14.2202,13.154,14.4266,14.7356,14.996
218955,10.2107,10.5999,10.5265,10.4858,10.3805,10.3465,12.6569,9.8704,10.1383,12.8216,9.7814,10.9159,10.4564,11.0788,10.3049,10.5245,9.2408,11.8723,9.2046,9.611,9.0954,10.0941,10.817,10.4221,10.796,9.5603,9.5565,9.4979,8.2808,10.5812,10.4645,12.3745,10.3309,9.6402,9.3945,10.0417,10.2992,10.9929,11.0189,9.5603,11.3399,10.3387,11.3712,10.9009,11.6312,9.0928,10.1007,9.1293,10.0238,9.1674,9.8857,10.0647,10.2408,9.2456,9.8218,8.9513,10.1573,9.7928,10.2992,9.9293,9.8502,10.3487,13.0903,8.4305,9.3443,8.0715,8.4635,8.7415,8.5661,10.0334,8.3354,7.4757,9.1293,8.3531,7.7944,8.2432,8.3399,7.7347,7.4179,7.5314,8.5622,8.2143,7.983,7.7616,8.3837,9.0688,7.8765,11.294,8.3837,8.4429,8.4676,8.5661,8.5774,8.5469,7.8138,7.5078,8.1396,7.9658,7.3038,7.5999,8.2668,8.3923,8.6475,8.2574,8.5038,7.8887,8.375,10.6698,8.3663,7.9425,8.4919,9.4898,8.7004,8.0168,7.4838,7.0224,11.128,9.6653,8.2854,8.2095,7.0768,9.1319,7.3038,8.0112,8.7211
218893,10.4094,10.4419,10.7944,11.3691,11.258,11.8305,11.6519,10.7632,10.2119,9.4157,10.7952,10.8588,9.3015,10.9679,10.7624,11.6234,10.5765,10.6475,10.3365,10.5603,10.2819,11.6008,11.4944,10.4168,9.7665,11.5953,8.9307,9.5661,9.7142,11.1674,9.6073,11.9012,10.8842,11.7895,11.4429,11.8887,11.4974,11.4252,10.4231,10.0084,11.1941,10.599,11.2282,11.3641,10.5147,9.8994,11.1755,8.611,11.2216,11.3998,10.9951,11.6239,11.1228,10.7903,9.9024,10.0755,9.6883,9.7108,12.4969,12.5767,11.9267,12.5744,11.1039,9.5641,9.3815,7.96,8.5038,9.3129,11.4993,9.69,11.272,10.8619,11.1991,12.0782,10.2503,10.0196,9.5353,9.4778,9.5118,11.9705,10.3185,11.1923,11.3756,10.2715,11.774,10.5018,10.0674,10.2842,11.3471,12.775,9.4878,9.8872,10.6484,11.4289,9.0768,9.2432,8.7879,11.6106,8.7004,9.6294,10.1344,10.2574,11.2755,11.7899,10.1636,10.8595,5.4594,10.0458,11.1991,9.8673,10.2527,10.8242,10.9498,11.4732,10.733,10.5459,11.102,10.7985,11.3548,10.6165,9.9887,12.0413,10.5641,10.6698,10.9672
218860,16.3396,18.2572,17.443,15.9379,17.9646,18.189,18.1537,19.4788,17.5131,17.8873,19.3886,18.573,17.9586,17.5557,18.287,17.7226,18.6364,16.6881,17.6594,15.9472,18.086,15.6593,19.2624,17.7386,20.2221,19.2347,20.0362,19.7444,19.8085,20.0411,20.0554,18.2324,16.4096,20.1701,18.6307,18.1578,19.3684,18.4928,17.7336,16.5547,16.9239,16.482,16.9573,19.7507,20.1201,17.2774,19.4494,20.6198,20.8169,17.2517,19.3341,19.5447,19.4648,19.6118,18.9851,19.1509,19.1926,18.1875,18.9624,18.9547,19.2903,19.8844,18.3673,15.4316,19.4104,19.0844,18.6756,18.6174,19.2945,17.0941,17.0596,16.643,17.1526,16.1581,17.769,18.274,18.907,18.0088,18.4514,17.0656,13.7293,17.054,17.6514,17.7632,17.7132,14.7642,18.0396,18.4469,17.9801,17.3133,19.5469,18.6239,18.0171,15.7956,18.5571,18.1013,18.2954,13.9455,18.2161,18.368,18.91,16.4544,20.4142,18.499,15.1992,19.3429,18.2478,18.0237,18.5453,17.0079,17.2795,18.5262,18.6519,16.4033,16.668,15.5475,15.8186,16.5296,17.3299,14.5666,17.6573,13.9735,15.6006,17.3761,15.7283
218835,9.9687,10.2597,10.0875,10.5488,9.7682,10.2155,9.9801,10.6036,9.9069,9.7108,10.6591,10.6891,9.2312,9.5157,10.2574,10.4009,8.5353,11.163,9.0056,9.0954,8.7177,9.6036,12.29,8.8978,8.0715,9.8424,7.5699,10.2796,9.7764,9.7895,9.3902,10.7288,10.255,9.3083,9.8948,10.8611,9.5275,9.1033,10.8803,9.1624,10.2992,9.6511,10.5285,10.9701,8.8948,8.6439,9.8297,7.5546,12.7013,9.2021,9.6165,10.8665,9.224,8.5962,8.9801,9.8673,8.5699,9.3015,10.7871,10.4522,10.1935,10.8549,10.6348,9.1059,7.6294,7.375,10.1548,8.3174,9.1085,10.5255,9.1447,8.7482,10.5632,9.3287,8.7415,8.8704,8.0498,7.5774,8.69,10.8178,7.7074,9.0661,9.0471,8.1898,7.7549,8.633,8.1799,8.5661,9.2479,11.2318,8.4919,8.7781,8.5353,9.2668,7.9887,7.375,8.6439,10.7591,7.6935,8.633,8.4512,9.0196,9.5736,9.1267,12.2055,8.2384,7.9248,9.5774,9.1799,8.9366,11.0848,11.3287,9.445,10.0348,8.3837,9.0444,10.7895,11.0788,8.3576,6.7004,7.5774,10.4686,7.9248,7.3663,8.5736
218814,10.4051,8.9366,9.5603,8.9248,9.4676,8.8041,8.9744,9.9233,9.1649,9.2192,9.8057,9.8122,9.3061,9.3421,9.4594,9.8781,8.8486,8.4429,8.2143,7.5925,7.8517,9.0848,8.5353,8.1948,9.2784,8.8918,8.9629,8.8734,8.4388,9.8455,9.0112,9.3509,7.9484,10.2515,8.2761,9.2046,9.1849,8.817,9.9366,9.4717,9.8765,10.8392,8.8734,10.0485,8.7846,8.9773,9.5488,9.7056,9.733,8.9337,8.1599,10.1497,8.8642,8.6036,8.4263,8.0928,10.3276,8.6147,9.9337,10.0389,8.6073,8.9658,8.9744,7.098,8.7912,7.4263,8.5962,7.9944,7.6511,7.9484,8.7211,8.6147,7.9484,7.0768,7.1898,7.6865,8.5774,7.4094,7.7211,7.8704,7.8074,10.2058,7.4094,7.4676,7.9658,8.0389,8.7582,7.2288,7.2946,10.3987,8.2621,7.3663,7.3399,9.5294,7.7142,7.4094,7.2854,8.2715,6.5236,6.585,7.375,8.5546,7.8948,8.3923,8.7313,7.5078,7.3663,8.388,8.5812,7.5157,7.8202,8.7781,7.8455,7.6653,7.5314,8.0279,10.6284,10.3641,7.9009,9.1085,7.0553,9.3663,7.7549,8.1293,7.8765
218795,15.7627,15.8431,15.3597,15.7787,15.1338,16.1662,15.4411,15.9612,15.0561,15.9325,15.1186,15.7069,15.2137,16.234,16.0045,16.5382,15.4877,14.7765,14.611,14.6979,14.6953,15.201,15.7567,15.047,14.3869,15.1799,15.152,15.5677,15.2435,16.099,15.1892,16.037,17.6952,16.1155,15.9805,15.8456,15.7222,15.7367,16.0357,15.4259,15.6102,15.1123,16.3663,15.5138,15.8253,14.8864,15.8215,15.5441,16.1599,14.5347,15.6052,16.0341,15.7627,15.3539,15.3074,14.8638,15.1192,14.89,16.6114,16.4827,15.4654,16.795,16.0602,14.7112,15.477,14.2484,14.4557,13.5488,14.9182,13.9615,14.78,15.0745,15.2524,14.9767,14.425,14.9938,14.8019,14.5166,14.7011,13.8862,15.3487,14.6025,14.4206,13.8056,14.5768,14.9,14.4663,14.8193,14.2024,14.723,15.1515,14.6895,14.5962,14.7499,14.3746,14.3721,14.0906,14.3348,13.6186,14.3414,14.8226,14.7679,16.2408,15.7543,15.1283,15.3101,15.0363,14.6589,15.412,13.9238,14.9604,14.8059,15.3935,15.14,14.278,14.8274,15.6507,15.5051,15.6039,15.2911,14.0544,16.6989,14.8789,14.9802,15.6728
218787,11.2597,11.7215,11.7207,12.5345,11.9894,12.4081,12.4022,12.1043,11.2336,11.3934,12.0861,11.2917,11.0735,11.96,11.9465,12.2639,11.7486,10.5137,10.2981,10.4429,10.2408,11.4732,11.7436,10.5216,10.8834,10.5028,11.1774,11.1867,10.7928,12.2467,11.6733,12.3799,12.5297,11.769,11.9614,12.4065,11.9744,12.1293,12.1219,10.7507,12.0427,11.3848,12.5866,12.5331,11.5236,10.93,11.7478,10.8849,12.0269,10.5078,11.207,11.431,11.2871,10.2992,10.7887,10.128,10.9159,11.2113,12.6582,12.2408,12.0028,12.6393,11.6362,10.9061,11.6348,9.9248,10.2831,10.0821,11.0492,10.4988,11.1357,10.5265,11.576,10.8711,10.2981,10.5488,10.6777,10.7838,10.098,9.7448,11.4242,10.5118,10.2715,10.0279,10.403,11.6573,10.5187,10.7657,10.224,11.2802,11.0147,10.7322,10.5411,10.944,9.8811,9.1447,10.8665,10.4878,9.207,10.1357,10.8368,11.1948,12.0498,12.0526,10.5575,11.1517,11.2779,11.0458,11.2917,10.6339,10.941,10.9054,11.3961,11.2906,10.9894,10.275,11.8126,10.9901,11.1472,11.1592,9.8933,11.7936,10.7936,11.0708,11.3146
218782,18.4435,18.2688,17.787,18.3783,17.8162,17.5576,17.4841,18.4719,17.5252,18.0935,18.3102,18.1834,17.4522,18.5534,18.2856,19.069,18.0454,17.1006,16.8094,17.0223,17.103,18.3112,18.081,17.0366,17.295,16.7625,17.3425,17.5955,17.8275,18.5867,18.3348,18.2392,18.6519,18.1114,16.7483,18.1189,17.7718,17.8643,17.5125,17.9801,18.171,18.3764,18.721,18.803,18.2624,17.2459,17.1407,17.6503,18.5868,17.6802,17.8836,18.0897,17.6584,16.857,17.5456,17.196,17.0207,17.4996,19.0114,18.8348,18.719,18.9098,18.5234,16.3095,17.7229,16.1135,15.9647,16.1614,17.3743,16.1317,16.5489,17.3017,16.4892,16.9811,16.679,17.3124,16.8938,15.9226,16.4365,16.0614,17.6673,16.1339,16.5338,16.1266,16.5968,17.6943,16.6068,17.0812,16.4667,17.6021,17.1802,17.1788,16.8033,16.9405,16.9358,16.0871,17.0948,15.2877,16.1131,16.2045,16.088,16.8325,18.2647,17.9779,17.1266,17.3035,18.0229,15.7092,17.3395,16.7176,16.8981,16.9538,17.382,17.4102,17.0395,17.1066,18.1454,17.6501,17.8145,17.3063,16.6079,19.1711,16.8237,16.4296,17.9182
218768,12.103,12.6418,16.4778,13.6407,13.5489,12.3815,12.6319,12.8041,12.354,12.0627,12.5287,12.9399,11.9226,12.3554,13.0459,13.4662,11.7932,11.7172,11.5661,11.1718,11.3276,12.4666,13.1453,11.1693,11.3652,12.7651,11.9812,12.6817,11.1966,12.5668,13.1253,13.4332,13.7858,13.8296,11.8588,13.8197,14.0188,12.9168,13.1355,11.5113,12.3123,12.9281,12.6255,13.1012,12.6355,12.0911,11.9248,12.4886,12.1589,12.8244,12.2834,12.5715,13.6898,11.944,12.8719,11.2246,12.6609,11.8715,14.5737,14.2909,12.5807,14.0163,12.5389,10.4083,12.6638,11.5088,11.7385,11.3185,10.5038,14.6445,16.2143,12.1812,11.2603,11.5821,10.4574,10.2384,11.883,10.0674,10.5411,11.6366,11.1843,11.4221,10.9679,9.9816,11.7377,11.0471,11.543,11.5377,11.1189,12.475,12.0577,10.1997,10.875,10.8857,10.5803,10.2107,11.7326,11.388,9.6777,10.4429,11.5211,11.6644,12.8568,11.8122,12.4411,12.0556,12.8963,11.1007,12.8564,11.4163,11.8849,16.2505,11.4147,11.2975,11.1592,12.3551,12.5894,12.1357,11.6698,12.5421,10.268,13.5044,11.8065,11.6211,11.6059
218764,14.5,14.3072,14.2913,14.0701,13.6697,13.9525,13.9513,14.2946,13.4034,13.8181,14.1776,13.961,13.1043,14.5658,14.0532,14.908,13.9086,13.013,12.729,12.9986,13.1788,14.3389,13.9854,12.869,13.4727,12.823,13.3156,13.2098,13.8468,14.4589,14.0735,14.0676,14.4841,13.3376,13.5424,13.9506,12.9443,13.6349,13.8283,13.9672,14.0595,14.5232,14.0493,14.6594,14.1335,13.1558,13.9417,13.2368,14.4803,13.7102,13.8306,13.973,13.4759,13.4116,13.5773,13.2939,12.7671,13.3014,14.8402,14.6838,14.5844,14.5936,14.3892,13.1176,13.5077,11.4742,12.36,11.4979,13.4354,12.0875,13.7639,13.2773,13.4091,12.7196,12.7283,13.2561,12.6264,12.6087,13.1497,12.4075,13.0128,12.6165,12.4107,12.0701,12.3259,13.0258,12.4504,12.9493,13.0536,13.2713,12.6996,13.2482,12.737,12.7572,12.988,12.8445,12.9555,12.1743,12.1674,12.5852,12.6839,12.7723,13.4691,13.9376,12.8372,12.976,13.8375,12.7611,12.9211,12.1173,12.7948,13.4974,13.405,13.3581,12.969,13.1223,13.7834,13.253,13.8843,12.9237,12.7217,14.8584,12.5918,12.9394,14.0512
218708,10.1812,10.5118,11.6856,11.1904,10.9837,10.9196,11.0077,10.7237,9.1898,10.7099,10.5699,9.8657,11.5411,10.4574,11.4419,10.4105,9.3837,9.1215,8.6582,8.5661,8.8734,9.3106,9.6689,8.4009,10.3106,10.1459,10.0647,10.5943,9.6221,10.4471,10.4747,10.5793,10.8186,6.4263,10.2033,11.3832,10.9196,10.1523,11.0077,9.4656,10.5206,10.4126,10.3977,10.8313,11.2866,9.69,10.7616,10.796,11.1867,9.9322,9.4429,10.8001,10.3641,10.0941,9.1824,8.7279,9.7465,8.6865,10.8009,10.7723,10.1561,10.9099,9.4858,7.6294,8.2432,7.4429,7,6.8826,7.585,6.8202,7.5999,6.8329,7.3129,6.7682,6.4919,7.2192,7.3129,6.4094,7.0768,6.8202,7.8202,7.0334,7.3038,6.7415,6.2479,7.8202,6.4919,7.7549,7.0444,7.2288,7.7347,6.9425,6.3576,7.1497,6.6439,7.1898,6.9542,6.6582,6.4594,5.858,6.1898,6.7814,8.0056,7.3399,7.3487,6.8329,7.9129,6.4594,7.1699,6.7004,7.0224,7.2288,7.1497,6.585,6.2095,6.7682,10.4696,9.9454,6.8329,6.0875,6.3576,8.2046,6.0875,6.8948,7.5469
218562,14.8805,14.6067,14.6689,14.481,14.9562,14.2848,14.2072,14.4712,12.8531,13.5064,14.1836,14.6334,14.1185,14.9509,14.2672,15.3316,14.0968,13.2204,13.0372,13.1437,13.3602,14.5005,14.3646,12.8539,13.5468,15.4658,12.9995,13.3507,13.9778,14.6316,14.2899,14.3747,14.8239,14.1476,13.7646,13.155,14.1495,13.9289,14.3734,14.3234,14.6226,14.9487,14.8165,14.8279,15.2442,13.3942,15.0353,12.8523,14.6862,14.1677,14.0238,15.2258,12.8997,13.7226,13.5265,13.4681,13.4597,14.2927,15.1887,15.0012,14.8557,14.9117,14.594,12.6499,13.5285,13.3983,13.9861,12.1257,14.138,12.3188,13.3019,13.6035,12.9144,14.4847,12.3115,12.8803,12.7087,12.2458,12.7657,14.3054,13.7619,13.2475,12.7262,12.2435,14.2489,13.2321,12.407,12.9454,13.7963,14.9977,12.7341,12.8857,12.8595,13.1085,12.6108,12.5758,12.4091,14.6505,11.8166,12.0244,12.7799,12.8908,14.1786,13.9986,14.8711,12.2627,14.1777,12.2802,12.958,11.941,12.8076,13.5902,13.0107,13.8253,12.4737,13.5561,15.5736,15.6887,13.9224,15.1095,12.5913,15.062,11.7723,14.2383,14.0718
