rowID	N170f	B150f	G100m	I180f	N110m	E270f	blank4	neat_qc2	pooled_qc2	E280m	blank1	G150f	B190m	H150m	H140f	O120f	L100f	I190f	M270m	F110m	blank2	blank3	neat_qc1	pooled_qc1	O110m	F140f	L120m	M280f
met_14480	749000	768000	567000	348000	473000	761000	0	0	454000	318000	0	748000	609000	251000	303000	315000	637000	423000	460000	362000	0	0	0	539000	238000	346000	452000	251000
met_14482	28900	340000	2070000	50900	924000	102000	918000	0	0	575000	51000	971000	612000	899000	24400	626000	271000	532000	341000	75500	0	0	0	0	578000	244000	2210000	249000
met_14491	197000	121000	357000	306000	227000	492000	120000	155000	2750	0	11000	124000	259000	382000	58300	161000	123000	189000	198000	133000	11800	0	0	0	0	88100	191000	219000
met_14493	204000	265000	241000	247000	237000	1540000	240000	221000	215000	217000	490000	213000	295000	216000	1670000	195000	209000	203000	232000	196000	331000	283000	271000	330000	281000	378000	283000	217000
met_14506	197000	108000	374000	334000	270000	733000	158000	303000	2940	0	23900	141000	252000	341000	198000	166000	142000	191000	200000	152000	13200	0	0	0	0	144000	243000	192000
met_14514	153000	101000	157000	213000	149000	143000	0	0	141000	81000	0	98800	367000	129000	21800	126000	211000	193000	153000	102000	0	0	0	194000	92600	93400	133000	176000
met_14529	2390000	567000	215000	2880000	1660000	70400	0	4200	104000	615000	10100	903000	2720000	1220000	1310000	3020000	733000	1080000	1310000	223000	9730	6060	4200	110000	418000	1970000	1530000	154000
met_146	32500	342000	1650000	55300	785000	87700	867000	2240	0	469000	114000	940000	638000	795000	221000	659000	288000	896000	327000	78000	3820	2460	2330	0	604000	573000	2000000	758000
met_14627	115000	110000	111000	119000	109000	137000	125000	211000	103000	96400	147000	108000	115000	115000	159000	115000	99200	98600	98300	99600	125000	131000	172000	129000	146000	145000	128000	90500
met_1464	64600	61600	60200	56900	50900	51200	58400	59400	57000	59000	88400	53400	45300	54000	31800	59100	48300	54200	44300	48700	74400	87900	77200	67800	64800	60500	53400	53600
met_1465	74200	82700	79100	70400	79900	11700	58300	14200	71100	71000	86400	66000	71300	74400	10400	78600	77400	67500	67600	75800	78100	84600	102000	90900	67200	16100	77200	63600
met_14660	46100	42200	55400	89900	35600	0	0	0	54300	22900	0	32100	131000	37900	0	37700	41600	21200	35500	15700	0	0	0	55400	15500	52700	49700	81300
met_14665	79600	78900	71000	69900	67500	66800	79200	74600	74700	64900	77600	71900	70600	69400	63500	67500	67100	62800	64500	60400	87300	89400	92500	88100	89000	75000	79800	80000
met_14687	180000	145000	366000	60600	207000	155000	0	0	170000	126000	0	158000	227000	69500	12000	114000	190000	228000	157000	110000	0	0	0	199000	133000	103000	158000	76200
met_14738	84000	49900	52100	72000	55900	56600	63800	47500	35200	30100	55000	38300	48600	51600	54300	59000	58200	46300	66700	55200	60200	79300	23900	17700	23100	55800	49700	69200
met_1474	61200	61100	58600	56400	48600	54100	58200	53000	44700	53000	78400	50700	52000	51300	50100	53700	54400	40200	56600	47800	73000	70000	72200	76500	71700	53000	55700	68300
met_14752	107000	55900	88400	64000	38100	42800	0	0	52200	31400	0	41200	110000	45500	22600	57300	29600	47500	44500	20800	0	0	0	50600	39300	45700	32400	67800
met_1476	3570	31400	126000	4450	60600	8730	58100	0	0	38000	4740	64400	45200	51700	11300	45600	20800	68600	25100	8140	0	0	0	0	50600	35700	160000	52000
met_148	75900	769000	1380000	95100	1780000	162000	857000	5110	0	593000	1450000	946000	789000	661000	654000	1060000	682000	1280000	580000	134000	4400	0	0	0	876000	841000	2410000	1300000
met_14810	95000	63300	92300	92000	61300	68000	0	0	63500	42100	0	60100	115000	48200	36600	71600	50500	69100	43100	61600	0	0	0	78000	59700	65300	70500	61700
met_1482	59500	62000	54400	52100	57900	33800	58000	60100	56200	54900	68000	54300	43600	57100	51500	54600	50800	49300	53400	46900	69300	66000	70900	72600	68100	60700	62400	59200
met_14821	53400	162000	447000	111000	196000	99300	134000	105000	152000	108000	162000	191000	113000	108000	70900	50900	107000	65200	108000	91100	209000	151000	168000	58200	136000	111000	53300	60600
met_14826	323000	27300	306000	256000	42300	394000	77900	83600	0	0	257000	178000	179000	251000	114000	213000	218000	260000	277000	146000	115000	0	0	0	0	195000	253000	60200
met_14859	33400	48700	35400	49900	22700	49000	0	0	43400	28700	0	29300	95300	47800	17500	30100	30500	46500	26600	27200	0	0	0	46600	23300	60300	42600	58100
met_14896	38500	27100	56000	41400	32400	36100	0	0	35300	17600	0	23500	75500	30300	16600	26000	30000	28300	35500	13500	0	0	0	41000	18200	33300	25300	55900
met_14900	55600	55800	48900	53000	50500	49800	48100	45600	49100	48300	57100	51800	51300	49000	43000	47200	51500	42000	40900	49000	57200	52700	56100	51500	58600	53500	54200	55800
met_14914	96300	99400	88200	90800	94200	89300	89500	115000	95100	79800	138000	81500	86300	78500	106000	78400	68400	67300	76000	76800	150000	98800	100000	116000	112000	132000	110000	55200
met_14928	54700	54100	49800	49100	48100	52800	44800	45100	33400	34400	96900	36000	40500	38700	40800	34700	31100	34200	33800	31600	75900	68000	63200	70000	62200	58700	52100	54200
met_14941	87600	43800	78600	62000	48300	63000	0	0	46400	22400	0	41400	127000	28800	8340	50900	38800	40900	32600	19400	0	0	0	57300	19000	42900	43400	53800
met_14946	46300	26000	118000	35300	36200	25900	0	0	38500	21900	0	38200	59500	21500	11100	33100	24400	27000	25800	12800	0	1580	0	44700	33600	24300	31500	53400
met_14955	54500	37900	61600	50600	37100	22400	0	0	42000	13400	0	32600	96500	31300	6340	29100	42800	48100	35500	20300	0	0	0	49700	22600	36100	28500	53100
met_14974	54500	51700	50600	53300	48000	53200	48000	76000	44600	48300	111000	54400	58900	47500	63300	52200	48600	45700	45300	49200	65800	62600	66700	59400	57900	65500	51100	52200
met_15007	41200	31300	17100	127000	18100	13600	0	0	33600	20000	0	16200	25700	38700	31100	24500	36600	44100	24800	46800	0	0	0	45800	45100	26900	32900	51300
met_15010	50500	28400	70300	52700	48000	40800	0	0	49900	41600	0	38700	132000	44600	19900	47800	39500	48500	46300	11200	0	0	0	61100	8250	64400	34900	51100
met_15011	57100	77600	38300	53600	30000	77400	0	0	51100	44400	0	64100	291000	56600	4100	38700	42700	45400	24300	37900	0	0	0	62500	32500	47800	36800	51100
met_15026	45600	52200	43500	48400	48700	52200	48300	47500	44700	39200	78100	44200	48800	42800	39200	41000	38000	38700	42000	41300	58300	44800	47600	46000	47800	43900	48900	50400
met_15043	7180000	7050000	4450000	2650000	2510000	4300000	0	0	4120000	2070000	0	6320000	3130000	3310000	3140000	2250000	2610000	3100000	1380000	2070000	0	0	0	4330000	2320000	3130000	1140000	1280000
met_1505	2410	23800	77900	4070	52500	8710	57400	0	0	30300	5140	61100	47500	49700	17100	49100	19900	57100	28600	9070	0	0	0	0	26200	24800	68800	38000
met_15052	2430000	2620000	2160000	2200000	2080000	1960000	2080000	1980000	2020000	1920000	3030000	2150000	2130000	1970000	1830000	2130000	1770000	1850000	1790000	1910000	3100000	2400000	2650000	2430000	2440000	2430000	2250000	2540000
met_151	934000	780000	771000	756000	728000	777000	846000	773000	666000	762000	1250000	778000	770000	806000	699000	717000	668000	658000	635000	628000	915000	1030000	1170000	1120000	972000	986000	887000	927000
met_15118	1290000	1050000	930000	1300000	742000	700000	0	0	972000	772000	0	921000	254000	292000	593000	908000	817000	873000	657000	495000	0	0	0	1110000	480000	684000	734000	1110000
met_15168	42500	40300	53000	47000	25500	35800	0	0	37200	19500	0	27200	80600	196000	30100	25800	24400	34700	23800	12400	0	0	0	50100	18700	45200	23600	40100
met_15185	286000	424000	212000	275000	340000	636000	0	0	363000	374000	0	248000	288000	173000	268000	254000	337000	173000	249000	484000	0	0	0	318000	205000	260000	161000	229000
met_15194	658000	199000	818000	171000	439000	225000	0	0	626000	292000	0	137000	310000	160000	457000	386000	522000	521000	667000	278000	0	0	0	154000	222000	802000	381000	942000
met_15206	108000	97200	81100	74900	64700	50100	0	0	79200	37000	0	88200	137000	147000	38300	48900	75300	53200	55500	49300	0	0	0	84400	33700	51300	30200	104000
met_15211	364000	157000	413000	323000	157000	183000	0	0	230000	117000	0	136000	499000	143000	154000	259000	146000	237000	178000	71900	0	0	0	269000	129000	213000	203000	271000
met_1522	61200	40900	53900	41100	56700	59500	56700	50400	56800	38000	42000	54200	55200	54000	35400	37300	31700	34900	31300	31800	41000	43500	58200	41500	42000	41900	55700	54100
met_1523	62400	63400	63900	66600	52900	53000	56700	52800	76000	80700	20600	109000	118000	122000	132000	146000	148000	162000	158000	165000	37100	53000	55800	46800	53700	56800	55500	62200
met_15244	59000	60700	57500	59500	52700	44800	54700	50000	60500	74400	26800	108000	105000	117000	121000	135000	136000	145000	138000	162000	30600	38500	39900	35600	43800	48400	47700	53300
met_15255	83100	215000	156000	58800	161000	209000	47800	911000	83100	245000	43600	0	0	111000	331000	211000	189000	126000	151000	205000	60600	37700	28500	0	0	0	0	107000
met_15291	55400	52700	56900	53500	44500	41800	47800	53300	58900	63400	27400	95700	104000	94500	108000	128000	124000	120000	136000	146000	27500	42600	39900	40300	39200	40600	44100	59500
met_15319	41600	26200	80800	71200	47400	118000	27500	36700	0	0	0	27000	62200	86000	13800	38100	27900	36900	38500	25800	0	0	0	0	0	18300	42600	54700
met_15320	106000	96200	91300	76100	78600	80100	93400	99000	79100	82900	116000	92400	73700	84400	87300	84100	59700	84100	68600	76600	132000	112000	112000	109000	95000	107000	88200	104000
met_15329	62900	78800	0	66300	72500	47300	0	0	60100	66900	0	0	73500	82200	5830	7720	51400	61900	69200	59400	0	0	0	72300	61000	79600	78300	3090
met_15343	49900	33300	31600	29100	32200	31800	35600	80100	51500	59800	49900	70300	50300	77600	29800	67800	59100	75300	73800	70400	66700	37800	36800	36000	40300	35800	37200	47400
met_15356	45400	52700	38500	50400	42300	60000	46100	25300	50000	48700	56400	51700	50000	75100	44300	46900	41500	38800	35000	44900	35300	41900	43100	50400	50900	43700	45100	46000
met_15379	79000	76900	80800	74300	68600	82200	76400	69500	76600	59500	81600	72500	80300	70600	56400	70500	58800	53900	53200	61900	83200	87500	80900	62000	95700	60300	80000	78700
met_15398	38800	36400	38200	41200	32200	30400	37800	38700	38400	43400	17800	66700	74700	67900	86900	95400	89500	84400	98700	95000	20500	25100	27700	26900	27200	33100	37100	35700
met_15400	709000	148000	212000	83700	170000	89800	0	0	121000	134000	0	56000	126000	67600	40200	189000	171000	25900	123000	125000	0	0	0	169000	66600	106000	144000	98000
met_15405	12500	169000	77000	60400	62300	159000	0	0	77400	71700	0	120000	71000	66800	45300	75300	55900	63100	32300	78800	0	0	0	89600	65600	52000	51400	66300
met_15418	333000	328000	25100	19400	10800	369000	3250	3510	91600	84800	9150	300000	23100	64400	8190	44400	32400	20500	47300	27400	3920	6580	4440	115000	14300	7200	30900	32200
met_15452	73200	245000	35500	31400	37000	28600	0	0	59000	15500	0	164000	26300	60300	33800	25200	40700	51000	45600	12500	2820	0	0	82000	22400	7290	46000	41400
met_15466	68900	72000	75600	74500	71200	85200	82000	96000	74500	66500	105000	66900	73400	59200	83100	80900	62900	59500	57900	66100	81300	81300	87700	86600	91200	91700	80600	76300
met_15501	71700	73400	55300	22600	16500	24700	4020	8560	36800	31000	7250	85500	27400	56500	15900	23600	35900	24500	86600	9450	6930	4270	9830	42600	15900	7190	15700	20400
met_15537	76300	65800	71100	71000	65400	9960	74300	10400	66500	64900	139000	61900	65900	54200	7190	68000	63500	61700	59300	58600	87900	87300	88800	85600	85400	53900	72800	81300
met_15554	32600	193000	91100	90200	142000	218000	0	0	131000	110000	0	120000	100000	53000	134000	113000	128000	106000	66400	201000	0	0	0	150000	72200	146000	112000	170000
met_1560	8650	31300	121000	16500	76600	13600	55700	0	0	36200	26400	68800	43000	59200	42800	48200	21500	77700	31900	12800	0	0	0	0	41900	39100	103000	50200
met_15605	30200	30600	30100	34900	30400	40100	29800	42000	29700	27400	41900	80100	66500	50700	36300	29700	27300	25200	24000	28100	35000	33200	38900	36600	37000	37200	31400	35800
met_15618	73600	63400	76800	37300	47800	57100	0	0	51000	48400	0	65200	60900	50300	19600	50100	71100	31400	43800	51400	0	0	0	57500	38200	46200	50900	32000
met_15694	431000	653000	44000	60300	23700	22600	2830	2100	104000	40500	0	260000	58300	49300	6980	179000	19700	67900	38200	75300	2820	3900	2430	120000	54400	9410	156000	64500
met_15701	3550	567000	714000	469000	387000	683000	0	0	498000	468000	0	586000	508000	384000	416000	576000	474000	384000	359000	441000	0	0	0	578000	574000	506000	543000	345000
met_15740	278000	309000	170000	164000	109000	543000	0	0	207000	324000	0	253000	212000	339000	3120	145000	197000	119000	158000	146000	0	0	0	242000	172000	102000	126000	170000
met_1575	52700	50600	52400	49900	48900	29400	55000	59100	57300	51400	54800	54600	43000	48900	25400	53800	52900	44100	41300	52200	56700	67200	80000	66700	63900	54700	69500	50900
met_15753	473000	278000	883000	844000	574000	1800000	346000	523000	2920	2540	29400	314000	720000	964000	214000	388000	334000	473000	462000	346000	24500	3180	0	3640	2340	290000	516000	555000
met_15758	448000	269000	970000	888000	593000	2010000	336000	781000	3140	0	50900	340000	596000	868000	360000	417000	318000	477000	486000	396000	26300	2490	0	0	0	357000	628000	510000
met_15759	473000	265000	883000	844000	574000	1800000	346000	523000	2920	2540	29400	314000	720000	964000	214000	388000	319000	473000	462000	346000	24500	3180	0	3640	2340	290000	516000	555000
met_15773	473000	240000	883000	844000	574000	1800000	346000	523000	2920	2540	29400	314000	720000	964000	214000	388000	334000	473000	462000	346000	24500	3180	0	3640	2340	290000	516000	555000
met_15789	46500	214000	798000	65500	916000	0	474000	0	0	381000	755000	515000	484000	412000	0	523000	473000	639000	368000	83800	0	0	0	0	468000	251000	1190000	819000
met_1580	73800	63700	66300	57800	52700	60600	55000	80600	66700	61100	115000	62600	57700	64100	49300	60500	53100	52600	49300	51800	79300	83100	71600	69100	73500	76800	68500	69300
met_15837	187000	164000	164000	158000	176000	27300	175000	20000	160000	155000	299000	172000	177000	177000	17900	172000	142000	158000	161000	162000	222000	199000	220000	176000	210000	40000	184000	198000
met_15850	181000	157000	154000	157000	161000	33000	173000	25800	170000	143000	223000	161000	152000	162000	17400	155000	147000	147000	144000	158000	178000	186000	210000	191000	173000	155000	168000	177000
met_15866	151000	146000	139000	142000	147000	135000	137000	134000	146000	140000	108000	134000	143000	144000	109000	148000	134000	135000	139000	144000	130000	119000	102000	644000	177000	149000	141000	155000
met_15895	133000	133000	56600	53600	22900	19400	0	0	58100	37800	0	152000	49100	25700	3290	22200	42800	23800	36900	4660	2960	0	0	52400	6250	5330	36300	24900
met_15900	48500	132000	53800	26400	44200	73900	15100	160000	36900	175000	13200	0	0	48900	56000	64700	52900	49600	49200	54600	14400	4310	7120	0	0	0	0	88100
met_15916	2750	127000	165000	120000	148000	159000	0	0	140000	115000	0	148000	152000	122000	110000	166000	132000	119000	120000	138000	0	0	0	180000	151000	138000	152000	104000
met_1592	75900	66000	76800	67300	52400	90000	54700	89100	66800	67800	110000	75500	70300	73700	81300	75500	57700	58400	62200	71200	91200	77000	95800	84200	85600	90900	75900	79600
met_15926	146000	124000	118000	111000	105000	110000	107000	121000	103000	102000	138000	132000	110000	106000	103000	126000	95000	93800	97300	91700	161000	124000	145000	128000	129000	122000	111000	127000
met_1595	61200	77400	53400	51600	53600	66300	54600	52100	58100	50900	59400	59300	59300	163000	50800	54300	53500	53300	48600	57400	50800	52600	55500	64500	63400	59300	57500	55800
met_15998	73200	105000	25400	17600	15200	149000	3480	7000	38400	53600	4280	72600	19500	35500	37300	26700	37700	12800	64200	17400	4430	3320	2720	45200	10300	11900	15600	16900
met_16007	99500	103000	33800	27200	17000	53400	0	0	47600	31800	0	125000	28000	24800	10000	20600	27700	22000	33900	10800	3070	0	0	49600	4320	11400	23800	24500
met_16053	46500	93200	92800	31500	30000	85300	0	0	58200	53400	0	83100	91200	42200	42700	23500	174000	44800	54500	29200	0	0	0	55700	27600	20300	24200	48900
met_16101	88000	87600	72800	83100	66700	102000	87200	107000	69400	81300	137000	75000	105000	74200	92600	80900	72400	66000	63400	69200	100000	86200	75900	86100	87000	97000	67200	111000
met_16104	80200	87300	60300	68100	71000	106000	68500	8810	65700	64300	121000	99600	66800	66200	7940	64800	58000	57400	57800	63700	86700	77000	76200	75700	69200	12800	71200	71200
met_1614	10000	57600	171000	21900	125000	34900	54100	5330	0	50500	62000	66200	46300	92300	55800	68900	44800	101000	41300	21600	3560	3800	8980	0	53300	60800	105000	78800
met_16190	65300	78000	29200	54300	11600	21300	0	0	26500	15000	0	37000	16900	33600	53200	18900	2280	20900	12700	21000	0	0	0	43000	29400	29700	2690	41300
met_16195	79100	77700	76900	75300	75100	69400	74500	73800	65900	71000	75200	75400	70100	74300	62900	72600	55200	62400	59500	61300	78100	80600	82300	88000	82900	94000	76400	78300
met_16234	79600	74300	71000	69900	67500	66800	79200	74600	74700	64900	77600	71900	70600	69400	63500	67500	67100	62800	64500	60400	87300	89400	92500	88100	89000	75000	79800	78300
met_16247	81600	72700	73900	32600	43600	55400	0	0	49700	46900	0	65300	59700	48100	12000	47900	60400	20000	36200	44000	0	0	0	62300	43400	40400	53100	30000
met_16296	70400	69100	55800	63800	48700	61500	71300	71300	52700	54100	529000	50700	54900	51000	51700	53500	55200	46700	46400	45500	124000	111000	108000	69300	63400	68100	86800	76300
met_16334	72800	66700	69400	64600	69400	67800	66400	81900	58000	56900	83000	72300	67100	70100	87800	63400	63300	59700	52500	56000	72400	73600	77300	83200	72200	78200	67600	68500
met_16350	79100	65900	72700	78400	84300	89800	80000	101000	72500	70000	120000	68500	76700	71900	105000	72500	65200	62800	63800	63000	88800	91400	97900	82000	82600	86200	82300	83600
met_16369	75700	64700	64000	55100	53600	56700	55200	53200	42800	39900	109000	46700	55600	51300	49700	43800	45300	39400	39900	38300	98700	77900	76700	73100	77100	67400	67300	65200
met_16378	66900	64100	67800	67300	61000	71900	69300	85900	62000	59000	88600	75500	70300	57400	79900	64800	55900	58200	50000	52500	67100	70100	78900	82000	85600	82900	66100	74600
met_16465	70700	60400	61400	40100	38800	52400	0	0	45500	43800	0	53900	57200	38300	19800	34400	49300	21900	28800	40900	0	0	0	55500	37600	42300	50000	27600
met_16572	59700	57000	63700	65200	64300	73600	59600	86300	54100	54100	90800	56200	64200	50700	76500	59300	58400	49200	56900	58500	69200	68500	74900	71000	68800	76300	61000	73800
met_16576	59800	56900	56100	28300	35200	47300	0	0	39600	40600	0	46200	52200	34900	16200	35700	46900	18500	24300	33900	0	0	0	47400	30300	31500	41200	26200
met_16650	62200	54700	51600	54200	52400	48100	48700	55700	52600	47400	100000	48100	48600	44900	45900	45800	38400	43400	39800	50400	69000	72200	71300	58600	69700	61000	56000	60700
met_16656	69800	54500	64700	105000	84300	92500	127000	156000	76700	67000	164000	88700	84100	88900	79100	83400	65100	59300	86700	80200	327000	122000	159000	77900	134000	99500	105000	98200
met_16678	73300	54000	65400	66300	66600	74900	63100	93300	63400	60200	104000	55800	71700	54300	83400	65600	53900	54500	54200	51600	74300	75600	83900	76700	77000	82800	68300	71200
met_16682	73400	53900	63900	53400	68900	110000	79500	102000	78800	75000	102000	66000	75800	72800	107000	69500	74400	57800	65200	64600	120000	82700	98300	91700	114000	97400	74400	78800
met_16684	92900	53800	88000	88300	85900	95200	89200	112000	80100	78300	148000	82300	51100	81600	111000	84200	84700	65700	74600	83000	110000	107000	98900	109000	89000	103000	83100	100000
met_16685	52800	53800	50500	47900	43400	70600	33000	23000	31500	23600	30600	48600	36600	32500	252000	38500	58200	39200	52400	40800	36400	21600	4560	30800	25600	56100	39700	52000
met_16688	28300	53700	48500	18900	42600	86700	12900	434000	21700	58700	18500	0	0	31400	182000	62200	40500	31000	31600	52400	33800	22700	14800	0	0	0	0	32400
met_16696	60400	53400	35900	183000	134000	134000	0	0	89900	84400	0	68400	138000	41800	12800	34500	235000	48800	210000	49900	0	0	0	102000	18200	62100	152000	77200
met_16700	19000	53300	24900	53500	19600	30500	0	0	36500	24300	0	22200	84300	41500	31400	18500	33900	30600	25900	35400	0	0	0	38800	20300	68400	21200	45500
met_16776	57100	51600	49300	49000	52900	47900	45300	64600	49300	53500	101000	47100	44400	42200	43600	55200	44600	41100	44300	44100	68200	68500	63200	62400	58200	61400	51400	52800
met_16795	57200	51100	57900	48600	53800	61800	58000	74800	49600	47000	102000	60300	55900	48000	74100	48100	47700	49700	43600	46800	66200	63300	64100	52800	62100	64200	57600	67700
met_168	67000	638000	1190000	98200	1470000	162000	728000	0	0	548000	1580000	840000	708000	575000	553000	866000	613000	1120000	529000	113000	3540	0	0	0	697000	635000	1950000	1060000
met_16846	58000	50100	56500	25100	29100	42000	0	1680	39500	30300	0	46800	40900	38200	17800	32800	49800	20200	24300	23100	0	0	0	43400	31200	33100	35800	23300
met_16864	996000	821000	950000	387000	499000	623000	0	0	517000	456000	0	716000	628000	481000	239000	504000	666000	264000	358000	369000	0	0	0	751000	440000	475000	555000	359000
met_16865	810000	66200	803000	562000	104000	536000	187000	299000	0	3290	1160000	418000	450000	580000	173000	474000	492000	764000	642000	331000	531000	0	0	0	2900	463000	594000	689000
met_16895	185000	197000	154000	157000	155000	31500	155000	17500	148000	165000	293000	144000	155000	155000	15900	165000	149000	46700	144000	151000	199000	192000	196000	188000	185000	27400	179000	197000
met_16901	810000	66200	803000	562000	104000	990000	178000	202000	0	2870	568000	418000	450000	580000	304000	150000	492000	610000	642000	331000	227000	0	0	0	2900	460000	591000	689000
met_16907	243000	200000	228000	102000	119000	125000	0	0	139000	122000	0	179000	152000	125000	54000	141000	180000	66300	104000	88800	0	0	0	152000	113000	132000	141000	88000
met_16921	141000	136000	125000	103000	124000	99500	125000	110000	109000	97800	140000	124000	105000	108000	96000	116000	95700	90700	102000	98800	134000	119000	131000	136000	150000	133000	111000	139000
met_16932	357000	435000	620000	401000	488000	458000	0	0	81600	176000	0	353000	645000	177000	289000	97300	356000	530000	302000	127000	0	0	0	323000	79200	228000	257000	386000
met_1695	49500	65500	117000	47000	119000	68900	52000	47200	6990	43300	133000	82400	78800	67100	83600	75900	79200	122000	86200	31200	54700	33500	5550	6720	58900	82000	110000	168000
met_16952	62600	95800	25500	96700	39500	0	0	0	70400	162000	0	76800	59400	70200	0	82800	54300	65100	51800	39000	0	0	0	103000	72200	3780	81900	133000
met_16981	86300	85400	81300	85100	85900	90000	89800	104000	79300	78400	116000	71100	78800	80800	103000	71700	86600	72100	73800	78100	105000	103000	104000	97600	104000	104000	83700	87100
met_16988	64500	56900	116000	31400	29400	39600	0	0	53700	29600	0	81200	103000	53600	48200	70000	50100	26500	40300	48600	0	0	0	51700	35600	32500	46400	30600
met_1699	0	30600	25900	26700	33100	0	51900	43000	28700	34100	76800	33700	31500	24300	0	36200	37000	24200	31900	28600	84500	68100	55900	40300	31400	40700	28700	39200
met_16990	140000	109000	138000	122000	103000	60400	0	0	112000	103000	0	116000	141000	99600	53700	69200	116000	58600	100000	167000	0	0	0	125000	94800	90900	56700	105000
met_16991	92900	127000	88000	88300	85900	95200	89200	112000	80100	78300	148000	82300	83900	81600	111000	68900	84700	65700	74600	83000	110000	107000	98900	109000	89000	103000	83100	100000
met_1704	70800	73600	54000	58500	58100	61300	51800	6220	50700	53900	94500	67500	52000	54700	8230	44300	42200	37400	49600	46600	67400	60200	63900	65500	60400	58200	55600	62900
met_17126	744000	682000	562000	536000	533000	531000	526000	539000	516000	510000	890000	561000	584000	540000	502000	530000	472000	469000	452000	483000	812000	650000	706000	666000	618000	619000	591000	631000
met_17127	362000	550000	956000	1270000	874000	996000	0	0	971000	912000	0	645000	1020000	1080000	644000	821000	608000	888000	734000	1580000	0	0	0	1300000	877000	1120000	562000	686000
met_17137	622000	139000	411000	227000	178000	123000	0	0	324000	180000	0	219000	233000	182000	76900	217000	154000	133000	131000	239000	0	0	0	239000	137000	121000	212000	65100
met_17162	131000	118000	136000	107000	103000	76800	128000	124000	110000	109000	176000	113000	109000	108000	66800	113000	97300	94600	85900	105000	171000	201000	197000	145000	163000	126000	111000	130000
met_17196	3270000	5700000	2220000	2320000	2180000	4600000	381000	348000	2960000	3400000	529000	3920000	86900	2230000	1290000	2810000	2820000	92200	1220000	3010000	568000	477000	551000	3960000	1920000	2270000	85000	1600000
met_1725	55500	65100	62900	56300	53200	50800	51400	8550	57000	57400	87200	55200	55300	54500	50700	55600	47200	60400	49800	48700	72300	57900	56300	56800	59400	57000	71500	63700
met_17275	94400	39100	240000	152000	119000	531000	56500	357000	0	0	57800	46100	117000	134000	128000	64500	49500	37100	56000	54100	24300	0	0	2170	0	81700	58100	106000
met_17288	96500	71700	71500	72000	68100	87000	69800	95500	54400	68100	128000	62900	75600	71700	92800	75100	67900	58600	61800	57100	93400	99300	90400	82300	79300	89100	56600	81400
met_17291	63400	62300	56300	72900	66300	81100	62400	82100	57200	56900	70500	51500	58600	65100	86700	60000	48200	52500	55400	47700	80200	70100	81800	58800	71600	91300	56000	69800
met_17321	54800	49700	55200	50500	52500	54200	52700	62700	44400	44500	75100	45500	49700	44200	67600	48600	49400	46800	40800	43300	63000	58500	70000	50800	55600	67900	53100	55400
met_17332	63600	58000	55500	56000	61700	73200	86800	75500	50200	50300	105000	51300	73500	53700	87600	77500	49000	62300	45200	53000	78100	77900	78000	74000	70800	81900	52100	67100
met_1734	58900	59200	55900	49500	56900	58700	51000	53900	40400	45000	52000	52900	62100	50500	37800	53500	44600	39100	37900	38700	45300	50400	69500	64600	63900	65200	54900	60000
met_1740	4220	45900	74800	17100	101000	0	50900	0	0	69500	14400	71700	55800	56300	0	78100	50400	85600	50500	12000	0	0	0	0	27700	12200	76300	51300
met_17439	89400	127000	117000	112000	108000	109000	113000	114000	79400	103000	153000	104000	114000	102000	48400	104000	94600	89200	89800	97000	132000	116000	144000	134000	112000	135000	121000	119000
met_1747	54200	58600	52300	48800	57900	63200	50800	55500	49500	52300	92300	48400	54800	57000	54900	50800	48600	46300	49900	50900	59400	66200	65700	63100	58900	74200	58200	51000
met_17485	66100	76800	70100	68600	68700	78800	70200	87500	57500	72700	109000	63500	66200	69900	74700	69700	62400	57700	58600	66000	80000	74400	82700	78400	91400	78700	70600	70000
met_17501	69000	72700	63100	62500	58700	43300	65500	58600	53900	62200	82700	53900	63000	58700	37400	59000	51900	49400	51800	50600	79100	74100	78400	82100	72000	63600	64000	70900
met_17534	2680000	2610000	2200000	2090000	2050000	1990000	1980000	1950000	1950000	1860000	3610000	2180000	2130000	2170000	1840000	2000000	1790000	1850000	1820000	1910000	3270000	2590000	2840000	2530000	2480000	2430000	2410000	2700000
met_17536	1330000	922000	2020000	1350000	1760000	851000	0	0	1280000	582000	3750	1220000	2210000	900000	671000	1070000	1350000	2420000	1370000	386000	0	0	0	1520000	598000	851000	1060000	1380000
met_17563	473000	293000	883000	844000	574000	1800000	346000	523000	2920	2540	29400	314000	720000	964000	214000	388000	262000	473000	462000	346000	24500	3180	0	3640	2340	290000	516000	555000
met_17573	441000	411000	408000	395000	337000	341000	403000	368000	308000	383000	541000	375000	383000	401000	357000	341000	205000	257000	352000	304000	455000	441000	506000	461000	475000	444000	413000	430000
met_17580	258000	209000	206000	201000	214000	182000	201000	25600	181000	194000	411000	194000	197000	192000	18800	202000	172000	195000	183000	196000	298000	267000	281000	259000	245000	50600	221000	245000
met_17595	170000	110000	387000	337000	231000	778000	133000	277000	2050	2490	17500	138000	247000	345000	117000	163000	129000	181000	190000	157000	13400	0	0	0	0	129000	254000	226000
met_17611	17100	158000	804000	28600	385000	41500	427000	0	2220	226000	92800	440000	315000	361000	119000	296000	107000	428000	163000	44500	0	0	0	0	293000	268000	1040000	384000
