rowID	N170f	B150f	G100m	I180f	N110m	E270f	blank4	neat_qc2	pooled_qc2	E280m	blank1	G150f	B190m	H150m	H140f	O120f	L100f	I190f	M270m	F110m	blank2	blank3	neat_qc1	pooled_qc1	O110m	F140f	L120m	M280f
met_17622	136000	85300	302000	273000	203000	563000	122000	163000	2770	0	13200	114000	184000	297000	67400	133000	97500	157000	174000	129000	9570	2220	0	0	2710	86600	164000	159000
met_17635	120000	129000	115000	111000	112000	107000	102000	109000	93000	91500	140000	114000	108000	105000	107000	110000	86300	96200	98800	98800	153000	138000	137000	139000	137000	120000	111000	139000
met_17696	46000	38200	55300	31800	36100	49800	0	0	40400	55600	0	44100	44500	32800	25600	35900	59100	26300	29600	39100	0	0	0	35000	32400	32300	37600	18100
met_17707	58800	108000	84800	54700	62200	87000	83600	75200	77800	55400	529000	50700	84300	59800	56100	67100	57000	49300	48400	74900	192000	141000	130000	103000	94500	97600	86800	90800
met_1774	48100	47500	47800	54700	50800	43600	50400	48200	48900	46900	70700	48400	43300	47500	36400	48300	45200	45000	42500	45800	55900	52100	66500	57900	55800	57500	53200	52000
met_17743	64300	64600	67400	59000	55500	64900	60200	95800	68500	59900	71900	61700	61900	61800	55500	63300	52100	55500	49500	54500	78200	75400	74200	82400	72300	67700	59600	69400
met_17750	53900	48800	61600	32700	38100	56100	0	0	44200	48000	0	60800	67100	37700	20000	34300	51100	33200	37200	54400	0	0	0	55100	39600	24300	42200	33600
met_17761	60900	53700	67700	42100	51100	54000	0	0	43500	39200	0	66600	66300	35400	25400	41500	50200	40000	38600	37200	0	0	0	55000	34800	24000	47400	32700
met_17773	48600	72500	316000	367000	382000	0	0	0	200000	49900	0	87800	172000	178000	10300	78900	200000	210000	136000	261000	0	0	0	228000	174000	671000	90200	123000
met_17790	2620	6650000	2340	5760000	4380000	12700	0	0	3060000	5280	0	0	6320	3570	28700	6840000	3340000	3710000	4940000	1010000	0	0	0	3330000	5930000	232000	4070000	6760000
met_1792	55100	56000	55400	59400	52700	45400	50000	53300	65500	76000	26800	108000	104000	120000	121000	134000	136000	144000	139000	162000	30600	37800	39300	35600	43800	48400	44500	53100
met_17920	47800	197000	87600	166000	136000	74700	128000	123000	43800	247000	57600	43500	104000	50000	87800	122000	152000	118000	92800	139000	60200	145000	172000	126000	92000	62700	57100	63700
met_17996	37000	22000	44500	43500	30500	30300	0	0	37100	20500	0	23400	90700	28800	22500	21900	24300	33900	31800	22700	0	0	0	41300	14100	53300	30700	37300
met_180	742000	710000	711000	709000	733000	687000	677000	723000	704000	725000	876000	713000	721000	699000	666000	733000	665000	663000	601000	630000	721000	726000	749000	705000	789000	763000	655000	777000
met_18002	84800	75700	63400	69200	72900	63900	73400	14300	63800	60800	102000	67200	70700	63300	10200	67800	59500	51800	57700	62600	73500	80400	80400	70800	78000	53100	72700	71100
met_18032	55300	51300	54100	47100	50100	51300	49500	48500	44600	42400	55400	45100	44800	41800	49400	49300	42300	46000	43900	52500	56500	55300	56400	52900	51900	51200	50600	47200
met_18056	76800	9880	40700	161000	25500	64800	22700	15200	0	0	21700	45000	17600	54900	39500	49000	70400	30300	84200	27500	15000	3480	2650	0	0	50300	62300	49900
met_18067	6970000	5010000	4960000	4100000	2270000	3460000	0	0	3200000	2080000	0	4180000	3670000	3690000	3320000	3050000	2120000	2830000	2690000	2810000	0	0	0	5160000	4160000	3160000	2890000	4750000
met_18075	1230000	685000	2010000	812000	699000	28200	0	0	706000	111000	0	1740000	666000	697000	0	1210000	971000	731000	539000	60200	0	0	0	854000	441000	22400	909000	589000
met_18076	20200	1420000	2000000	1190000	889000	2020000	0	0	1250000	1150000	0	1540000	1780000	923000	1000000	1320000	1360000	952000	921000	1690000	0	0	0	1680000	1090000	1310000	1280000	694000
met_18077	2660000	103000	1810000	796000	573000	369000	0	0	549000	49300	0	1240000	310000	305000	315000	778000	84500	282000	21600	44900	0	0	0	690000	1310000	41900	104000	329000
met_1815	158000	223000	117000	55100	159000	326000	202000	944000	56600	229000	231000	27100	49600	138000	158000	255000	139000	121000	130000	156000	202000	206000	125000	3480	12600	22500	50300	131000
met_18155	164000	133000	284000	276000	163000	163000	0	0	200000	64200	0	122000	695000	81000	91900	120000	126000	203000	134000	100000	0	0	0	217000	67200	215000	122000	286000
met_1816	296000	13300000	20900000	14300000	16600000	11400000	26500	928000	14700000	11400000	110000	17300000	16200000	11200000	11500000	16600000	11600000	13300000	11600000	13000000	262000	183000	1090000	15900000	21100000	11600000	14500000	16100000
met_1826	345000	318000	313000	343000	339000	316000	349000	370000	301000	299000	522000	306000	547000	322000	17900	322000	288000	328000	284000	306000	622000	354000	402000	545000	371000	544000	332000	363000
met_18260	131000	114000	119000	113000	115000	114000	128000	123000	110000	109000	176000	100000	98400	112000	69600	113000	105000	94400	93900	95700	171000	201000	197000	147000	163000	132000	114000	130000
met_18261	146000	122000	118000	116000	128000	110000	134000	133000	125000	121000	198000	106000	107000	120000	79000	113000	110000	106000	99100	105000	181000	203000	195000	189000	155000	143000	130000	135000
met_18278	81700	26800	109000	39300	32500	29300	0	0	33100	15900	0	52800	145000	44500	5980	28300	36700	27900	21100	16500	0	0	0	43400	12600	33900	23000	35000
met_18303	50500	21700	99100	44900	51900	19300	0	0	37100	19800	0	35400	85300	38500	19500	38600	41100	37400	39200	16900	0	0	0	46000	14800	36000	41700	57400
met_18310	53900	26100	96800	19200	42400	18100	0	0	37700	26200	0	34400	41900	17800	29800	28900	11500	13700	26600	9740	0	0	0	35100	18300	19800	21900	49600
met_1838	750000	66200	767000	560000	96700	1010000	187000	293000	0	2870	992000	418000	433000	542000	284000	499000	475000	744000	606000	332000	467000	0	0	0	2900	460000	591000	698000
met_18424	81600	87200	68300	67400	75100	69400	74500	73800	70200	71000	75200	75400	70100	74300	62900	72600	64200	62400	59500	61300	78100	80600	82300	88000	82900	94000	76400	78300
met_1843	15000000	6210000	20900000	6930000	17700000	9520000	61100	260000	10500000	10000000	29700	14100000	11400000	9530000	9730000	9330000	10800000	7540000	7300000	8240000	60700	45000	309000	13000000	16300000	9890000	14200000	8450000
met_1844	179000	160000	98100	152000	127000	135000	193000	259000	158000	131000	355000	113000	140000	126000	2360	133000	141000	88500	121000	139000	191000	252000	266000	194000	170000	158000	123000	142000
met_18454	50800	29200	64100	23800	44100	24700	0	0	31900	15700	0	31400	25000	22700	8760	35800	13900	16100	13900	26500	0	0	0	37500	37800	30200	33800	45200
met_18500	79200	75800	60500	66600	72300	89800	63400	88000	69900	66700	106000	65000	70700	58500	105000	61900	60100	56500	52400	63000	88800	85100	86400	70300	70100	83800	71700	69300
met_18531	93600	87300	58100	71700	87600	56100	69200	52000	67800	66700	101000	71500	64800	68600	46000	67500	62900	54000	61800	64600	90600	91100	86000	88400	97400	66400	82400	95100
met_18532	76800	206000	58100	62500	26900	227000	0	0	126000	160000	0	123000	262000	137000	88900	62400	238000	45700	62400	199000	0	0	0	150000	51100	140000	126000	194000
met_1854	227000	181000	193000	212000	223000	5000	259000	241000	182000	183000	327000	194000	205000	200000	4160	196000	160000	186000	179000	165000	282000	302000	290000	215000	241000	209000	225000	227000
met_18542	41800	34400	57300	48000	26700	79300	0	0	66500	66500	0	22700	103000	33800	3530	28300	29900	38300	22400	64000	0	0	0	75200	22300	141000	43500	49200
met_18584	29800	48800	54300	23600	41900	63800	27700	10500	21300	51200	31500	47400	35200	39400	27200	36800	35100	41900	54500	38200	15200	12500	20900	29000	37800	51600	49100	33100
met_18626	7650	697000	51200	462000	346000	611000	0	0	609000	366000	0	351000	943000	359000	238000	256000	1080000	232000	1120000	761000	0	0	0	647000	239000	550000	953000	843000
met_1864	157000	188000	135000	1840000	248000	1130000	292000	224000	173000	366000	235000	204000	866000	252000	3400000	250000	240000	212000	185000	467000	132000	95900	16000	407000	104000	402000	293000	229000
met_18663	426000	386000	478000	507000	272000	374000	4160	0	340000	214000	3010	302000	954000	490000	388000	333000	321000	451000	274000	220000	0	0	0	420000	207000	401000	301000	448000
met_18723	88800	83900	80400	83200	86100	56100	101000	105000	70000	74000	150000	81400	61800	76300	103000	83900	73600	68200	73300	79300	108000	95300	106000	72300	101000	96300	95200	89400
met_18728	28400	12900	210000	41700	98900	102000	0	0	60300	27400	0	51100	126000	77000	63100	51200	25000	38500	36000	78300	0	0	0	70200	49100	107000	14900	57300
met_18753	52700	62500	53500	66800	67100	70900	64000	80200	58900	55900	79000	58200	64500	70000	87800	62000	54100	51000	50000	52500	69000	74400	75200	61400	69100	89000	59600	67600
met_18765	50300	48200	48000	48100	49600	47100	49700	51600	45800	42000	68700	46200	46400	45600	47700	47900	43500	43600	42400	46400	51800	55600	60800	58800	53200	58700	51400	51400
met_18777	53900	60100	48900	46600	48700	47800	50400	48800	53900	47800	60600	48700	48100	44800	48100	51000	43800	42800	46200	44800	57100	58200	61700	57000	59200	51600	59700	52200
met_1879	157000	18900	178000	201000	24600	346000	32300	205000	0	3370	271000	116000	150000	120000	127000	122000	157000	188000	254000	87500	291000	0	0	0	0	125000	66200	537000
met_18832	63600	54100	47800	49100	48100	51200	44800	44000	32900	34400	95600	36000	40500	38700	35900	34700	31800	26700	31200	31600	74900	68000	63200	52700	59000	58700	52100	59500
met_18837	48400	47500	45400	46800	50600	39800	46900	41300	44700	47400	64400	45600	43300	49500	34900	46100	49800	40500	38300	41100	49100	55000	66500	52300	59400	46700	53100	54900
met_18860	86600	474000	541000	501000	388000	461000	0	0	421000	349000	0	454000	435000	365000	377000	378000	345000	85700	228000	512000	0	0	0	51300	460000	431000	364000	333000
met_18869	46500	41100	44400	46200	42900	39500	46700	42400	41800	36600	43900	38500	45500	39100	37400	44700	37000	42200	37700	38700	50800	52600	59700	50800	56200	49500	44300	47100
met_18911	448000	399000	118000	354000	100000	0	0	0	320000	0	0	419000	493000	563000	649000	248000	212000	147000	307000	0	0	0	0	423000	139000	0	55900	411000
met_18919	521000	632000	181000	317000	315000	529000	0	0	292000	299000	0	302000	261000	200000	80500	217000	244000	337000	190000	309000	0	0	0	392000	268000	272000	174000	312000
met_18950	40400	41200	32100	37700	34500	51700	46600	44000	34600	38600	50800	158000	44000	41400	37500	36300	40100	25100	36000	39000	46400	43400	56900	51300	42200	47100	35500	41200
met_19019	211000	242000	219000	376000	94500	240000	0	0	183000	108000	0	96000	307000	209000	131000	188000	184000	247000	119000	132000	0	2740	0	205000	105000	187000	156000	166000
met_1907	200000	12800000	24600000	13900000	17800000	12400000	14000	165000	15200000	11600000	5530	17300000	15700000	11000000	11000000	16000000	11400000	12500000	11800000	13600000	11100	7650	182000	18300000	22400000	11900000	15100000	16500000
met_19103	84300	75200	79100	75500	68900	75700	73800	82700	70100	74200	84000	70800	70700	70900	68800	77700	64500	64100	66600	70800	84300	82600	94900	87700	86700	87300	79900	80400
met_19151	75600	68300	65400	70000	70900	58000	72400	70200	67800	70100	92700	60300	61400	68500	57100	62500	58700	57400	60800	60500	79800	89800	89400	86000	87100	80000	69100	70500
met_19153	66300	64400	66900	56500	63200	67300	62700	84600	59800	83500	103000	59900	68000	60700	81300	73100	57900	58800	62700	55700	72700	66100	76200	69300	67500	76500	60700	66100
met_19220	74000	68200	61500	69900	64000	78800	72500	101000	59400	77000	115000	54200	67100	74800	82000	65800	61200	63000	60100	62800	79800	81500	98000	81900	74500	109000	78500	76600
met_19251	27900	28800	29800	34700	28600	24000	34200	52400	48500	52800	29400	51600	44900	47400	39300	38400	39000	36000	32800	31600	27100	38100	59400	56400	56200	35500	27600	29100
met_19283	808000	878000	1030000	962000	518000	614000	0	0	816000	204000	0	682000	2020000	921000	780000	625000	565000	802000	521000	280000	0	0	0	847000	304000	850000	508000	920000
met_19295	270000	130000	175000	259000	110000	0	0	0	185000	134000	0	153000	333000	175000	0	239000	142000	140000	132000	80500	0	0	0	204000	73200	0	157000	285000
met_1930	111000	13900	140000	140000	20600	234000	24900	137000	0	0	196000	91800	87500	94600	103000	96900	114000	129000	190000	77300	205000	0	0	0	0	68800	50400	369000
met_1937	12600	295000	54500	11700	46900	61800	10400	131000	14400	120000	64200	8730	8700	45100	102000	54200	60500	46200	47700	48800	108000	54400	72200	5270	4450	4010	8890	46700
met_19391	46100	22700	33900	76200	20800	60400	14400	14800	15700	22100	562000	33200	25300	38600	38600	36200	41900	23100	56200	22100	15600	9550	9250	17700	12800	33500	35800	29600
met_19392	80300	73200	66600	75600	74900	67200	79000	74800	68900	62200	87100	63600	65600	73100	60900	66100	67100	60700	64200	61200	84800	88900	89800	82200	89000	74800	74400	73400
met_19399	88800	83900	80400	74100	86100	92400	101000	105000	70000	74000	150000	81400	87400	76300	103000	83900	73600	68200	73300	79300	108000	95300	106000	87900	101000	96300	95200	89400
met_19411	110000	102000	106000	69200	132000	108000	103000	172000	97100	97500	200000	114000	125000	95900	123000	102000	84600	75700	77400	84900	126000	107000	118000	116000	108000	148000	99400	110000
met_19415	57000	84100	94900	68100	64500	0	0	0	82500	67800	0	79100	124000	71600	0	85400	57100	103000	49400	49600	0	0	3430	97200	47900	0	73500	102000
met_19435	83700	215000	154000	63700	151000	209000	50700	993000	74200	245000	43300	0	0	117000	331000	206000	180000	124000	151000	201000	65300	41400	30900	0	0	0	3060	104000
met_19462	60400	61000	58100	59900	56500	59100	65800	64400	59500	58700	66600	64600	56800	59700	54700	55200	57900	54000	54000	53500	74100	69400	79500	69500	68200	64100	64500	65400
met_1948	151000	145000	132000	141000	134000	76000	143000	124000	127000	139000	207000	131000	127000	135000	21000	133000	121000	123000	121000	123000	154000	149000	161000	138000	157000	151000	137000	143000
met_1950	0	0	139000	105000	326000	264000	25000	123000	290000	40000	178000	321000	44600	109000	0	0	115000	139000	202000	146000	0	3190	374000	370000	466000	448000	3650	0
met_19501	96500	71700	71500	55100	68100	87000	69800	95500	64200	68100	128000	62900	75600	71700	92800	75100	67900	58600	61800	57100	93400	99300	90400	82300	79300	89100	75300	81400
met_19502	70100	72400	63100	55000	71500	80700	67700	85900	58000	61700	90500	56200	82400	61600	79800	78700	60900	56000	58900	59300	74500	81900	76400	73600	79400	81600	83700	78400
met_19520	83700	215000	154000	53000	151000	211000	48400	993000	74200	245000	47000	0	0	117000	331000	206000	180000	115000	151000	201000	72700	41400	31800	0	0	0	0	104000
met_1953	300000	27300	302000	224000	42300	419000	77900	120000	0	0	355000	168000	179000	251000	114000	213000	205000	348000	280000	146000	169000	0	0	0	0	183000	248000	275000
met_19590	267000	165000	447000	157000	196000	3710000	195000	323000	152000	139000	341000	191000	124000	149000	162000	134000	120000	110000	147000	133000	405000	443000	448000	162000	1810000	2150000	158000	1730000
met_1962	5150	259000	43100	4060	37800	52300	3270	117000	14000	86000	55700	0	0	35800	89900	42800	52500	41900	39000	39100	100000	45600	71600	0	0	0	0	42500
met_19728	83200	85700	91200	86800	80900	107000	82600	133000	82500	81700	165000	70600	85100	82900	110000	91800	76300	67000	73500	69600	116000	131000	116000	99500	97500	123000	98500	122000
met_19761	75300	48600	32400	34100	30900	44100	34200	47700	35500	40300	41700	48600	31600	40200	41800	35100	34700	32100	35800	27300	36500	32100	38700	42200	39600	38900	33900	38700
met_19786	69700	45400	43900	29900	45000	37200	0	0	36400	35800	0	35100	39400	35300	17600	33300	35700	28700	40000	44700	0	0	0	48200	45600	40600	35300	56900
met_19847	62500	97500	146000	85700	116000	78800	0	0	107000	106000	0	124000	126000	111000	28700	107000	148000	53200	102000	105000	0	0	0	106000	69200	78300	83300	57100
met_19851	62200	40800	42000	43500	21000	29200	0	0	35400	19200	0	31600	66000	32400	9570	35400	27200	18600	22300	15000	0	0	0	34800	15600	24900	35900	47400
met_19892	58300	68900	39300	70000	38800	28600	0	0	75900	36000	0	22700	18400	139000	26800	26500	369000	36000	13100	55600	0	0	0	82900	76000	22200	246000	30400
met_19925	55500	52900	55100	62700	60400	64800	63100	75200	50100	52700	92800	55800	58800	53300	71900	57300	49400	54300	49800	51600	74300	69000	70000	67500	62100	68900	62900	65500
met_19934	54900	69500	69200	54300	50000	47800	67800	61900	83200	84400	20600	121000	116000	127000	121000	152000	153000	164000	158000	172000	37100	53000	52100	46800	53700	59900	55400	67800
met_19939	54500	40300	35400	51800	21500	30400	0	0	40000	16500	0	28800	84800	33800	0	32000	25600	28600	22700	18300	0	0	0	44800	17400	48600	35000	45800
met_19961	53300	51900	51300	47400	49600	44200	49800	43700	46900	48100	58700	50200	49500	47200	44400	45600	48300	46300	41500	44600	58400	57700	60200	54500	59100	50700	48400	60400
met_19974	52800	36700	33600	25700	33600	27800	0	0	34500	31300	0	28400	30500	27400	3440	25500	28700	27900	38500	35500	0	0	0	38400	36600	31000	25800	38800
met_19985	52200	58100	58000	59400	52700	45400	54700	53300	65500	76000	26800	108000	104000	120000	121000	134000	136000	144000	139000	162000	30600	37800	39300	35600	43800	48400	44500	56500
met_20005	51300	52400	17400	34500	35200	69000	0	0	33000	31100	0	33800	25500	18000	2040	25600	33300	44200	24500	41300	0	0	0	28700	18900	23000	13300	24000
